Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports,Year
C0013123,1,FRANCISCA (IMO 9113214),FRANCISCA (IMO 9113214): ,Netherlands (Kingdom of),General Cargo,2020-10-31 11:56:00,,Marine casualty,58° 36.00' N 2° 56.00' W,"near Duncansby Head, Scotland",,0,,2020
C1000407,1,GLOBAL HOPE (IMO 9445629),GLOBAL HOPE (IMO 9445629): Y,Panama,Bulk Dry,2020-10-30 22:40:00,"Occupational accident - slipping, stumbling, falling of person
overboard",Very serious marine casualty,22° 02.00' N 88° 05.00' E,"INDIA, PORT HALDIA",Port approach,1,Panama,2020
C1000414,1,ONE AQUILA (IMO 9806043),ONE AQUILA (IMO 9806043): Y,Panama,Container,2020-10-30 02:45:00,Others - Others,Marine casualty,40° 00.00' N 178° 10.00' E,,Open sea,1,Panama,2020
C1000426,1,MAN SHENG (IMO 9132674),MAN SHENG (IMO 9132674): Y,Panama,Bulk Dry,2020-10-29 21:00:00,Others - Others,Very serious marine casualty,0° 00.00' N 0° 00.00' E,"JIUSHENG SHIP YARD at Zhangjiagang, CHINA",At berth,1,Panama,2020
C0013048,1,MSF LADY HALOUM (IMO 9020338),MSF LADY HALOUM (IMO 9020338): ,Panama,General Cargo,2020-10-27 16:20:00,,Marine casualty,32° 55.00' N 13° 10.60' E,TRIPOLI PORT,,1,Panama,2020
C0013065,1,DAYANG TOPAZ (IMO 9622863),DAYANG TOPAZ (IMO 9622863): ,Malaysia,Offshore Supply,2020-10-27 06:45:00,,Very serious marine casualty,4° 40.00' N 113° 51.00' E,Baram Oil Field,,1,Malaysia,2020
C0013066,1,GAIL (IMO 9497505),GAIL (IMO 9497505): ,Liberia,Bulk Dry,2020-10-25 09:30:00,,Very serious marine casualty,29° 25.30' N 48° 52.10' E,At sea,Open sea,1,Liberia,2020
C0013325,1,GENERAL HAZI ASLANOV (IMO 9333577),GENERAL HAZI ASLANOV (IMO 9333577): ,Russian Federation,Chemical Tanker,2020-10-24 15:14:00,,Very serious marine casualty,45° 35.20' N 36° 47.47' E,Sea of Azov,,1,Russian Federation,2020
C1000257,1,SEATRAN FERRY 12 (IMO 8877849),SEATRAN FERRY 12 (IMO 8877849): ,Tuvalu,Passenger/Ro-Ro Cargo,2020-10-23 22:30:00,Capsize/listing - capsize,Very serious marine casualty,22° 19.70' N 119° 59.40' E,SOUTH CHINA SEA,Open sea,0,,2020
C1000412,1,LU YANG SHUN (IMO 9634880),LU YANG SHUN (IMO 9634880): Y,China,Bulk Dry,2020-10-22 20:30:00,Others - Others,Marine casualty,7° 28.10' S 150° 15.30' E,,Open sea,1,Panama,2020
C0013516,1,CALM LAKE (IMO 9239460),CALM LAKE (IMO 9239460): ,"Hong Kong, China",Chemical Tanker,2020-10-22 15:00:00,,Very serious marine casualty,2° 10.19' N 104° 40.90' E,at sea,Open sea,1,"Hong Kong, China",2020
C0013667,1,PRIDE OF HULL (IMO 9208629),PRIDE OF HULL (IMO 9208629): ,Bahamas,Passenger/Ro-Ro Cargo,2020-10-20 20:35:00,,Very serious marine casualty,," Humber Estuary, UK",,1,Bahamas,2020
C0013041,1,MY DURU (IMO 8602000),MY DURU (IMO 8602000): ,Vanuatu,General Cargo,2020-10-16 03:50:00,,Marine casualty,37° 17.00' N 25° 14.00' E,SOUTH OF SYROS ISLAND,,0,,2020
C0013191,1,ANGEL 17 (IMO 9208605),ANGEL 17 (IMO 9208605): Y,Marshall Islands,Oil Tanker,2020-10-15 17:40:00,,Very serious marine casualty,0° 18.00' N 168° 39.70' E,Pacific Ocean,Open sea,1,Marshall Islands,2020
C1000155,1,MAA (IMO 9557331),MAA (IMO 9557331): ,Bangladesh,General Cargo,2020-10-13 18:00:00,Grounding - while under power,Marine casualty,17° 38.50' N 83° 25.20' E,Off Vishakhapatnam Port,Port,2,India; India,2020
C1000425,1,AJ JUNIOR (IMO 9159012),AJ JUNIOR (IMO 9159012): Y,Panama,General Cargo,2020-10-12 15:35:00,"Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent",Very serious marine casualty,0° 00.00' N 0° 00.00' W,PORT OF KAVEH QESHM,At berth,1,Panama,2020
C0013308,1,MISS BENEDETTA (IMO 9541306),MISS BENEDETTA (IMO 9541306): ,Malta,Oil Tanker,2020-10-12 10:45:00,Loss of control - loss of containment,Very serious marine casualty,16° 37.29' N 80° 01.00' W,South Atlantic Ocean,Open sea,1,Malta,2020
C0013850,1,HEIN SENIOR (IMO 9092642),HEIN SENIOR (IMO 9092642): ,Belgium,Fish Catching,2020-10-12 04:10:00,Grounding - while drifting,Marine casualty,53° 18.41' N 5° 03.00' E,,Coastal waters,1,Belgium,2020
C0013512,1,DARYA TAPTI (IMO 9712462),DARYA TAPTI (IMO 9712462): ,"Hong Kong, China",Bulk Dry,2020-10-09 16:50:00,,Very serious marine casualty,20° 39.56' N 163° 05.09' E,At Sea,Open sea,1,"Hong Kong, China",2020
C0013249,2,"CB20, La Cassidaigne","CB20: , La Cassidaigne: ","France, France","Other Activities, Offshore Supply",2020-10-07 21:40:00,Collision - with other ship,Very serious marine casualty,43° 23.89' N 4° 58.99' E,,Coastal waters,3,France; France; France,2020
C0013771,1,ECO LUX (IMO 9844239),ECO LUX (IMO 9844239): ,Spain,Passenger,2020-10-06 21:30:00,Contact - with fixed object,Marine casualty,38° 46.39' N 1° 25.39' E,Mediterranean Region - Balearic Sea,Coastal waters,1,Spain,2020
C0013053,1,SERVET ANA (IMO 9443774),SERVET ANA (IMO 9443774): ,Türkiye,Bulk Dry,2020-10-04 00:00:00,,Very serious marine casualty,5° 28.12' N 9° 55.00' W,Off the Liberian coast,,1,Türkiye,2020
C0013307,1,ALEXANDRA A (IMO 9356684),ALEXANDRA A (IMO 9356684): ,Malta,General Cargo,2020-10-03 11:02:00,"Occupational accident - slipping, stumbling, falling of person
overboard",Marine casualty,37° 34.57' N 23° 44.54' E,Mediterranean Region - Aegean Sea,Coastal waters,1,Malta,2020
C0013329,1,BBR-26-30,BBR-26-30: ,Russian Federation,Other Activities,2020-10-03 06:20:00,,Very serious marine casualty,77° 42.77' N 104° 16.97' E,the Kara Sea near Cape Chelyuski,,2,Russian Federation; Russian Federation,2020
C0013304,1,X-PRESS GODAVARI (IMO 9353735),X-PRESS GODAVARI (IMO 9353735): ,Malta,Container,2020-09-28 07:30:00,Fire/explosion - fire,Marine casualty,20° 58.89' N 88° 13.29' E,,Open sea,1,Malta,2020
C0013542,1,SEASPAN BRILLIANCE (IMO 9685334),SEASPAN BRILLIANCE (IMO 9685334): ,"Hong Kong, China",Container,2020-09-27 18:10:00,,Very serious marine casualty,,"Vancouver, Canada",At berth,1,"Hong Kong, China",2020
C0013272,1,BE BOP,BE BOP: ,France,Yacht,2020-09-25 22:00:00,Flooding/foundering - foundering,Very serious marine casualty,41° 53.28' N 8° 46.48' E,,Coastal waters,1,France,2020
C0013579,1,YUAN SUI HAI (IMO 9806938),YUAN SUI HAI (IMO 9806938): ,Singapore,Bulk Dry,2020-09-25 02:27:00,,Very serious marine casualty,1° 52.00' N 89° 07.00' E,Indian Ocean,,1,Singapore,2020
C0013501,1,CARMELO A (IMO 9054389),CARMELO A (IMO 9054389): ,Argentina,Fish Catching,2020-09-23 22:15:00,,Very serious marine casualty,40° 12.00' S 60° 39.00' W,"Mar Argentino, Zona Económica Exclusiva. Proximidades “El Rincón”",Open sea,2,Argentina; Argentina,2020
C0013205,2,"ICE ROSE (IMO 8311106), RFS KAZANETS 311","ICE ROSE (IMO 8311106): , RFS KAZANETS 311: ","Marshall Islands, Russian Federation","Refrigerated Cargo, Other Activities",2020-09-23 09:46:00,Collision - with other ship,Marine casualty,55° 30.17' N 12° 41.03' E,Baltic Sea - Baltic Sea,Coastal waters,1,Denmark,2020
C1000402,2,"MIN DONG YU 64952, ZHONG CHANG XIN SHENG (IMO 9603087)","MIN DONG YU 64952: , ZHONG CHANG XIN SHENG (IMO 9603087): Y","China, China","Fish Catching, Bulk Dry",2020-09-23 02:41:00,Collision - with other ship,Very serious marine casualty,26° 23.79' N 117° 47.40' E,"20 nautical miles southeast of Dongshan Island, Fujian Province",Coastal waters,1,China,2020
C0013521,1,CSC RUI HAI (IMO 9602851),CSC RUI HAI (IMO 9602851): ,"Hong Kong, China",General Cargo,2020-09-21 02:18:00,,Very serious marine casualty,,"Changshu, China",Port,1,"Hong Kong, China",2020
C0013878,1,NOU CALPE QUATRE,NOU CALPE QUATRE: ,Spain,Fish Catching,2020-09-20 13:24:00,"Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent",Marine casualty,37° 34.79' N 0° 40.50' W,Mediterranean Region - Alboran Sea,Coastal waters,1,Spain,2020
C0013303,1,YSALINE (IMO 9823364),YSALINE (IMO 9823364): ,Malta,Ro-Ro Cargo,2020-09-20 13:00:00,"Occupational accident - slipping, stumbling, falling of person to a
lower level",Marine casualty,51° 20.65' N 3° 13.15' E,North Atlantic Ocean - North Atlantic Ocean,Port,1,Malta,2020
C0013302,1,GOLD DREDGER (IMO 8959271),GOLD DREDGER (IMO 8959271): ,Malta,Other Activities,2020-09-17 12:03:00,Ship/equipment damage - ship/equipment damage,Marine casualty,35° 52.99' N 14° 30.26' E,Mediterranean Region - Mediterranean Region,Port,1,Malta,2020
C0013127,1,RIO DE LA PLATA (IMO 9357951),RIO DE LA PLATA (IMO 9357951): ,Singapore,Container,2020-09-16 10:30:00,,Marine casualty,,Port of Timaru,At berth,1,New Zealand,2020
C0013769,1,VOLCAN DE TENO (IMO 9221346),VOLCAN DE TENO (IMO 9221346): ,Spain,Passenger/Ro-Ro Cargo,2020-09-14 15:10:00,Fire/explosion - fire,Marine casualty,35° 58.20' N 5° 19.09' W,,Coastal waters,1,Spain,2020
C0013034,1,BALTIC JASMINE (IMO 9181156),BALTIC JASMINE (IMO 9181156): ,Cyprus,Refrigerated Cargo,2020-09-14 03:55:00,,Very serious marine casualty,3° 10.06' S 80° 04.17' W,INGRESO A PUERTO BOLIVAR ECUADOR,,2,Cyprus; Cyprus,2020
C0013805,1,MSC MIA (IMO 9839466),MSC MIA (IMO 9839466): ,Panama,Container,2020-09-13 09:35:00,,Marine casualty,39° 26.70' N 0° 19.20' W,PORT OF VALENCIA,,1,Panama,2020
C0013782,1,CHANG SHUN I (IMO 8976841),CHANG SHUN I (IMO 8976841): ,Panama,Refrigerated Cargo,2020-09-12 02:27:00,,Very serious marine casualty,34° 43.47' N 129° 26.62' E,"NORTH EAST COAST OF TSUSHIMA ISLAND, JAPAN",Inland waters,1,Panama,2020
C0013019,1,CHANG SHUN I (IMO 8976841),CHANG SHUN I (IMO 8976841): ,Panama,Refrigerated Cargo,2020-09-12 02:27:00,,Very serious marine casualty,,"Mitsushima Island, North end of Tsushima City, Nagasaki Prefecture, Japan",Inland waters,1,Japan,2020
C0013546,1,RESPONDER (IMO 9215206),RESPONDER (IMO 9215206): ,Republic of Korea,Other Activities,2020-09-11 03:35:00,,Very serious marine casualty,34° 06.40' N 128° 31.79' E,"Jawasari Island in Tongyeong City, Republic of korea",,1,Republic of Korea,2020
C0013298,1,RIMONA (IMO 9468750),RIMONA (IMO 9468750): ,Malta,Bulk Dry,2020-09-09 21:20:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Very serious marine casualty,38° 45.85' N 26° 54.91' E,,Port,1,Malta,2020
C0013018,1,TALIA H (IMO 9359947),TALIA H (IMO 9359947): ,Barbados,General Cargo,2020-09-07 11:20:00,,Marine casualty,,Chittagong. India,,1,Barbados,2020
C0013149,1,SAGAFJORD (IMO 7943079),SAGAFJORD (IMO 7943079): ,Denmark,Passenger,2020-09-05 14:00:00,Grounding - while under power,Marine casualty,55° 40.26' N 12° 04.25' E,,Port,1,Denmark,2020
C0013328,1,CHERNOMORETS-34 (IMO 8228581),CHERNOMORETS-34 (IMO 8228581): ,Russian Federation,Non-ship structures,2020-09-03 22:20:00,,Very serious marine casualty,42° 52.06' N 131° 23.34' E,port area,,1,Russian Federation,2020
C0013122,1,WAVERLEY (IMO 5386954),WAVERLEY (IMO 5386954): ,United Kingdom,Passenger,2020-09-03 16:28:00,,Marine casualty,55° 34.68' N 5° 08.22' W,"on arrival at Brodick, Isle of Arran",,0,,2020
C0013010,1,NEW DIAMOND (IMO 9191424),NEW DIAMOND (IMO 9191424): ,Panama,Other Activities,2020-09-03 00:00:00,,Very serious marine casualty,,40 nm off the coast of eastern Sri Lanka ,,1,Panama,2020
C0013515,1,TOKYO SPIRIT (IMO 9669627),TOKYO SPIRIT (IMO 9669627): ,"Hong Kong, China",Bulk Dry,2020-09-02 11:45:00,,Marine incident,41° 36.59' N 175° 33.90' W,at sea,Open sea,1,"Hong Kong, China",2020
C0013008,1,GULF LIVESTOCK 1 (IMO 9262883),GULF LIVESTOCK 1 (IMO 9262883): ,Panama,Other Activities,2020-09-02 01:45:00,,Very serious marine casualty,,East China Sea  off the coast of southwest Japan,,1,Panama,2020
C0013433,2,"L'AMI CONSTANT (IMO 7110660), SIR GAETAN (IMO 9065340)","L'AMI CONSTANT (IMO 7110660): , SIR GAETAN (IMO 9065340): ","Mauritius, Mauritius",", Towing / Pushing",2020-08-31 02:47:00,,Very serious marine casualty,20° 03.00' S 57° 44.00' E,"Indian Ocean, 2.5 miles NE of Pointe Des Lascars, Mauritius",,0,,2020
C0013046,2,"SBI PERSEUS (IMO 9712151), 闽晋渔05119","SBI PERSEUS (IMO 9712151): , 闽晋渔05119: ","Liberia, Unknown","Bulk Dry, ",2020-08-30 03:50:00,,Very serious marine casualty,25° 24.60' N 120° 41.30' E,Taiwan Strait,Open sea,2,China; Liberia,2020
C0013296,1,ELSE (IMO 9006320),ELSE (IMO 9006320): ,Panama,General Cargo,2020-08-29 05:10:00,Contact - with fixed object,Marine casualty,54° 21.93' N 10° 08.70' E,,Strait/channel,1,Germany,2020
C0013654,1,RUBINA (IMO 9725512),RUBINA (IMO 9725512): ,Portugal,Bulk Dry,2020-08-27 21:54:00,Grounding - while drifting,Marine casualty,53° 21.69' N 8° 30.20' E,,Strait/channel,1,Germany,2020
C0013007,1,NOR NAOMI (IMO 9689251),NOR NAOMI (IMO 9689251): ,Marshall Islands,Offshore Supply,2020-08-27 18:37:00,,Very serious marine casualty,32° 49.00' N 35° 00.00' E,HAIFA PORT AREA,Port,2,Israel; Marshall Islands,2020
C1000423,1,LIBERTY HARVEST (IMO 9526291),LIBERTY HARVEST (IMO 9526291): Y,Panama,General Cargo,2020-08-27 16:40:00,"Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent",Very serious marine casualty,0° 00.00' N 0° 00.00' E,port Antwerp,At berth,1,Panama,2020
C0013200,1,MESSILA (IMO 9294953),MESSILA (IMO 9294953): ,Panama,General Cargo,2020-08-27 05:44:00,,Marine casualty,36° 26.13' N 27° 23.97' E,"Rocky area coast of “Gaidaros”, Tilos Island / Greece,",,1,Panama,2020
C0013226,1,TIGRIS (IMO 9443841),TIGRIS (IMO 9443841): ,Marshall Islands,Chemical Tanker,2020-08-26 07:00:00,,Very serious marine casualty,53° 34.24' N 5° 24.20' E,North Sea,Open sea,1,Marshall Islands,2020
C0013121,1,Seadogz,Seadogz: ,United Kingdom,Other Activities,2020-08-22 09:30:00,,Very serious marine casualty,50° 52.00' N 1° 23.00' W,"Solent, England",,1,United Kingdom,2020
C0013006,1,Waymon L Boyd,Waymon L Boyd: ,United States,Dredging,2020-08-21 08:00:00,,Very serious marine casualty,,"Corpus Christi Ship Channel, Texas",,0,,2020
C0013508,1,KING LOONG (IMO 9304124),KING LOONG (IMO 9304124): ,"Hong Kong, China",Bulk Dry,2020-08-20 19:48:00,,Very serious marine casualty,,Malacca Strait,Open sea,1,"Hong Kong, China",2020
C1000560,1,EPOCH WIND (IMO 9695705),EPOCH WIND (IMO 9695705): Y,Panama,General Cargo,2020-08-19 18:00:00,Occupational accident - Others,Marine casualty,14° 06.21' N 109° 03.68' E,,Port,1,Panama,2020
C0013120,1,Diamond Emblem,Diamond Emblem: ,United Kingdom,Other Activities,2020-08-19 12:20:00,,Very serious marine casualty,52° 36.89' N 1° 43.37' E,"River Bure, Great Yarmouth",,0,,2020
C0013530,1,SHANDONG HAI YAO (IMO 9591533),SHANDONG HAI YAO (IMO 9591533): ,"Hong Kong, China",Bulk Dry,2020-08-19 09:40:00,,Very serious marine casualty,,"Port Dickson, Malaysia",Port,1,"Hong Kong, China",2020
C0013599,1,Nova Estrelinha,Nova Estrelinha: ,Portugal,Fish Catching,2020-08-19 04:30:00,Ship/equipment damage - ship/equipment damage,Very serious marine casualty,41° 09.42' N 8° 42.23' W,North Atlantic Ocean - North Atlantic Ocean,Coastal waters,2,Portugal; Portugal,2020
C0013429,1,FANEROMENI (IMO 9343857),FANEROMENI (IMO 9343857): ,Greece,Bulk Dry,2020-08-19 00:00:00,,Very serious marine casualty,,"OF SOCOTRA, YEMEN ",,0,,2020
C0013295,1,X-PRESS MONTE BIANCO (IMO 9276341),X-PRESS MONTE BIANCO (IMO 9276341): ,Malta,Container,2020-08-18 04:12:00,Fire/explosion - fire,Marine casualty,40° 31.59' N 1° 19.99' E,Mediterranean Region - Balearic Sea,Open sea,1,Malta,2020
C0013119,1,Diamond D (SN100),Diamond D (SN100): ,United Kingdom,Fish Catching,2020-08-16 13:06:00,,Very serious marine casualty,55° 15.00' N 0° 58.00' W,20nm north-east of North Shields,,1,United Kingdom,2020
C0013500,1,STRATEGIC EQUITY (IMO 9689902),STRATEGIC EQUITY (IMO 9689902): ,Singapore,Bulk Dry,2020-08-13 21:12:00,,Very serious marine casualty,32° 58.90' S 67° 37.02' W," Servicios Portuarios S.A, Km 414,8 right margin Paraná River",Port,2,Argentina; Argentina,2020
C0013198,1,LOVELAND ISLAND (IMO 9573957),LOVELAND ISLAND (IMO 9573957): ,Panama,Bulk Dry,2020-08-13 20:05:00,,Marine casualty,20° 04.90' N 38° 50.80' E,Port Sudan,Port approach,1,Panama,2020
C0013684,1,BERLIN (IMO 9587855),BERLIN (IMO 9587855): ,Germany,Passenger/Ro-Ro Cargo,2020-08-13 14:46:00,Fire/explosion - fire,Marine casualty,54° 14.19' N 12° 03.70' E,,Coastal waters,1,Germany,2020
C0013559,1,MARHVIN,MARHVIN: ,Spain,Fish Catching,2020-08-09 23:15:00,Flooding/foundering - flooding,Very serious marine casualty,44° 18.96' N 2° 57.00' W,,Open sea,2,Spain; Spain,2020
C0013118,1,Rib Tickler,Rib Tickler: ,United Kingdom,Other Activities,2020-08-08 18:33:00,,Very serious marine casualty,53° 13.42' N 4° 09.60' W,"near Menai Bridge, Wales",,1,United Kingdom,2020
C0013171,1,DELTA ONE,DELTA ONE: ,Sweden,Other Activities,2020-08-07 13:00:00,Ship/equipment damage - ship/equipment damage,Very serious marine casualty,60° 39.44' N 17° 28.30' E,Baltic Sea - Baltic Sea,Archipelagos,1,Sweden,2020
C0013688,1,PEARL ISLAND (IMO 9801720),PEARL ISLAND (IMO 9801720): ,"Hong Kong, China",Bulk Dry,2020-08-06 11:29:00,Contact - with fixed object,Marine casualty,55° 41.79' N 21° 07.79' E,,Port,1,Lithuania,2020
C0013186,1,MORITZ SCHULTE (IMO 9220794),MORITZ SCHULTE (IMO 9220794): ,Isle of Man (United Kingdom),Liquefied Gas,2020-08-04 09:30:00,,Very serious marine casualty,51° 16.77' N 4° 20.74' E,Antwerp,At berth,1,United Kingdom,2020
C0013428,1,ORIENT QUEEN (IMO 8701193),ORIENT QUEEN (IMO 8701193): ,Bahamas,Passenger,2020-08-04 00:00:00,,Marine casualty,,"Beirut, Lebanon",,1,Bahamas,2020
C0013852,2,"ACEROMAR (IMO 9552082), HEIN SENIOR (IMO 9092642)","ACEROMAR (IMO 9552082): , HEIN SENIOR (IMO 9092642): ","Luxembourg, Belgium","General Cargo, Fish Catching",2020-08-03 04:02:00,Collision - with other ship,Marine casualty,53° 45.80' N 6° 04.79' E,North Atlantic Ocean - North Sea,Open sea,1,Belgium,2020
C0013439,1,RAJA 4 (IMO 7812517),RAJA 4 (IMO 7812517): ,Thailand,Passenger/Ro-Ro Cargo,2020-08-01 22:30:00,,Marine incident,9° 25.00' N 99° 51.00' E,"Gulf of Thailand, 4.4 miles SW of Ko Samui, Thailand",,0,,2020
C0013190,1,NAVIG8 AXINITE (IMO 9719771),NAVIG8 AXINITE (IMO 9719771): ,Marshall Islands,Chemical Tanker,2020-07-29 18:17:00,,Very serious marine casualty,49° 18.79' N 4° 41.01' W,English Channel,Open sea,1,Marshall Islands,2020
C0013967,1,EBBA MAERSK (IMO 9321524),EBBA MAERSK (IMO 9321524): ,Denmark,Container,2020-07-29 07:07:00,Fire/explosion - fire,Marine casualty,53° 59.29' N 8° 09.59' E,,Open sea,1,Germany,2020
C0013525,1,PACIFIC MARS (IMO 9714642),PACIFIC MARS (IMO 9714642): ,"Hong Kong, China",Liquefied Gas,2020-07-27 09:00:00,,Very serious marine casualty,7° 59.90' N 82° 33.29' E,at sea,Open sea,1,"Hong Kong, China",2020
C0013056,1,Helvetia (IMO 8128858),Helvetia (IMO 8128858): ,Zanzibar (United Republic of Tanzania),General Cargo,2020-07-26 00:00:00,,Very serious marine casualty,,"koko port, Delta state, Nigeria",,0,,2020
C1000072,1,WAKASHIO (IMO 9337119),WAKASHIO (IMO 9337119): Y,Panama,Bulk Dry,2020-07-25 19:25:00,Grounding - while under power,Very serious marine casualty,20° 26.50' N 57° 44.70' E,"Shallows off the southeast coast of the island of Mauritius, Republic of Mauritius",Coastal waters,2,Japan; Panama,2020
C0012997,1,Wakashio,Wakashio: ,Panama,Bulk Dry,2020-07-25 00:00:00,,Very serious marine casualty,,Off Mauritius,,1,Panama,2020
C0013133,1,May C,May C: ,United Kingdom,Fish Catching,2020-07-24 12:30:00,,Very serious marine casualty,57° 22.50' N 7° 15.10' E,Loch Carnan,,1,United Kingdom,2020
C1000411,1,GFS PERFECT (IMO 9308039),GFS PERFECT (IMO 9308039): Y,Singapore,Container,2020-07-24 05:30:00,Others - Others,Marine casualty,16° 57.90' N 56° 18.70' E,ARABIAN SEA,Open sea,1,Panama,2020
C0013250,1,MYANMA GONE YI,MYANMA GONE YI: ,Myanmar,General Cargo,2020-07-19 21:15:00,,Very serious marine casualty,16° 07.00' N 97° 02.00' E,"Southern part of Sittaung River entrance, Myanmar Coastal area",Open sea,0,,2020
C0013913,1,JOHN B (IMO 8993928),JOHN B (IMO 8993928): ,Ireland,Fish Catching,2020-07-17 08:30:00,"Occupational accident - body movement without any physical
stress (generally leading to an external
injury)",Marine casualty,53° 27.85' N 5° 40.86' W,North Atlantic Ocean - Irish Sea,Open sea,1,Ireland,2020
C0013643,1,NAVIGATOR OF THE SEAS (IMO 9227508),NAVIGATOR OF THE SEAS (IMO 9227508): ,Bahamas,Passenger,2020-07-14 10:43:00,,Very serious marine casualty,,"CocoCay, The Bahamas",Anchorage,1,Bahamas,2020
C0013761,1,NORDLAND (IMO 9281786),NORDLAND (IMO 9281786): ,Latvia,General Cargo,2020-07-14 09:00:00,,Very serious marine casualty,,"Antwerp, Belgium",,0,,2020
C0013436,1,PHUONG DONG 59 (IMO 8664852),PHUONG DONG 59 (IMO 8664852): ,Viet Nam,General Cargo,2020-07-13 17:20:00,,Very serious marine casualty,20° 38.00' N 107° 05.00' E,"Gulf of Tongkin, 2 miles of Dao Long Chau, Vietnam",,0,,2020
C0013644,2,"ALANIS (IMO 9468085), FLORENCE SPIRIT (IMO 9314600)","ALANIS (IMO 9468085): , FLORENCE SPIRIT (IMO 9314600): ","Antigua and Barbuda, Canada","General Cargo, Bulk Dry",2020-07-11 16:15:00,,Marine casualty,42° 58.72' N 79° 13.25' W,Welland Canal,Canal,1,Canada,2020
C0013802,1,ASPHALT (IMO 9120891),ASPHALT (IMO 9120891): ,Panama,Oil Tanker,2020-07-08 10:12:00,,Very serious marine casualty,16° 30.88' N 70° 49.70' E,Arabian Sea,,1,Panama,2020
