"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-354590","-298488","6818","0"
"-354591","-298488","25082","20853"
"-358177","-301373","7408","7386"
"-358179","-301373","7600","0"
"-358706","-301421","8069","0"
"-359357","-302305","4112","0"
"-360764","-303302","11644","4733"
"-363848","-305219","1027","0"
"-363854","-305219","14613","13354"
"-363921","-305216","10580","0"
"-363945","-305216","14613","13354"
"-365668","-306323","17794","12760"
"-366747","-306920","9860","0"
"-366361","-306710","8138","0"
"-353462","-297765","8382","0"
"-353466","-297765","9744","0"
"-359578","-302516","15086","0"
"-361812","-304061","11198","8520"
"-362026","-304160","2788","0"
"-361223","-303690","8006","0"
"-361394","-303822","4594","0"
"-361461","-303836","3023","0"
"-357975","-301231","12506","0"
"-357975","-301231","12802","0"
"-357977","-301231","18254","18229"
"-357978","-301231","24286","0"
"-358355","-301548","12802","0"
"-361227","-301548","29809","27928"
"-349742","-295096","20387","14812"
"-412364","-333889","6774","0"
"-412365","-333889","9996","6472"
"-412670","-334147","16190","12570"
"-412891","-334339","6200","0"
"-412894","-334339","24540","20706"
"-412975","-334420","7331","0"
"-383083","-316868","7331","0"
"-382926","-316801","7469","0"
"-395050","-323093","5605","0"
"-395050","-323093","5770","0"
"-395050","-323093","5853","0"
"-395231","-323093","8639","0"
"-395318","-323282","12900","11523"
"-397163","-324314","9693","0"
"-400272","-326348","14904","10600"
"-400121","-326249","10507","7707"
"-400143","-326249","21514","0"
"-400887","-326690","7115","0"
"-400246","-326333","1937","676"
"-400715","-326579","1937","676"
"-375703","-312279","7343","0"
"-396032","-323660","11233","0"
"-398025","-324773","13612","0"
"-398268","-324970","4911","0"
"-398270","-324970","6403","0"
"-399713","-325991","5485","0"
"-399715","-325991","7270","0"
"-402336","-327507","15255","13686"
"-402428","-327580","8006","0"
"-406841","-330190","14507","12303"
"-406843","-330190","16937","0"
"-406778","-330121","2460","0"
"-397573","-324554","12494","0"
"-407107","-330389","6100","0"
"-407046","-330299","4667","0"
"-407051","-330299","6483","1531"
"-407066","-330316","13614","13381"
"-407324","-330513","17870","8931"
"-407327","-330513","25670","22605"
"-401782","-327173","8402","0"
"-401785","-327173","27700","22436"
"-404727","-328943","4417","0"
"-404732","-328943","10763","3328"
"-407499","-330574","5674","0"
"-406506","-329943","5338","0"
"-406510","-329943","9994","5024"
"-409230","-331763","16566","0"
"-406449","-329929","10305","3489"
"-406691","-330073","10305","3489"
"-406665","-330073","16552","0"
"-410508","-332732","19688","13690"
"-410803","-332944","4895","0"
"-410804","-332944","8479","0"
"-410805","-332944","17808","7458"
"-411065","-333054","3858","0"
"-368849","-308152","15435","8346"
"-369490","-308558","9119","0"
"-370406","-309095","3510","0"
"-370407","-309095","11429","0"
"-372278","-310098","8299","8316"
"-372278","-310098","8681","0"
"-372280","-310098","16125","14956"
"-370301","-309041","7699","0"
"-370303","-309041","17377","0"
"-370304","-309041","21135","0"
"-370833","-309301","7699","0"
"-370834","-309301","11889","0"
"-370836","-309301","17764","0"
"-370836","-309301","28095","0"
"-381548","-316010","10075","0"
"-381548","-316010","10127","0"
"-379878","-314958","7309","4842"
"-381297","-315880","13798","0"
"-381449","-315950","9693","0"
"-382123","-316422","11893","0"
"-366223","-306604","2788","0"
"-366231","-306604","17550","11564"
"-368271","-307863","7717","0"
"-371556","-309738","12672","0"
"-371558","-309738","14110","12249"
"-372291","-310055","11689","75"
"-372224","-310074","2622","0"
"-370445","-309121","6986","0"
"-368594","-307990","10718","0"
"-368594","-307990","10884","0"
"-368594","-307990","11748","0"
"-368595","-307990","14881","14699"
"-379242","-314547","10008","7821"
"-379243","-314547","18182","4710"
"-379249","-314547","20381","0"
"-370742","-309250","5975","0"
"-384653","-317562","11893","0"
"-387705","-318993","4419","0"
"-387705","-318993","7572","0"
"-387711","-318993","27309","26391"
"-404447","-328801","9987","0"
"-404448","-328801","23388","0"
"-406978","-330255","6507","3892"
"-405805","-329538","4020","0"
"-405808","-329538","15322","13489"
"-407252","-330427","19193","0"
"-407498","-330572","14689","12956"
"-406213","-329789","23388","0"
"-407913","-330800","5324","0"
"-407676","-330707","5646","0"
"-407677","-330707","8329","0"
"-402672","-327758","2675","0"
"-408178","-330977","5442","0"
"-408203","-330977","22890","16633"
"-374728","-311692","10799","0"
"-378428","-313957","15524","13809"
"-378026","-313730","8733","0"
"-398750","-325341","1044","0"
"-398751","-325341","4000","0"
"-405819","-329545","17592","0"
"-405820","-329545","24210","17007"
"-411139","-333162","8865","6820"
"-411134","-333161","6649","0"
"-411134","-333161","7470","0"
"-410922","-333031","3790","0"
"-410927","-333031","19291","0"
"-410927","-333031","21766","0"
"-382123","-316422","15749","0"
"-395768","-323552","6401","0"
"-397056","-324268","21665","19810"
"-404254","-328634","19655","0"
"-411275","-333204","13979","0"
"-411276","-333204","19292","14605"
"-411288","-333208","5674","0"
"-411306","-333212","18443","0"
"-373534","-310915","2791","0"
"-379823","-314897","8002","0"
"-381187","-315808","23122","0"
"-381253","-315825","8745","0"
"-383000","-316838","6200","0"
"-383000","-316838","9349","0"
"-382446","-316574","6056","0"
"-382447","-316574","8002","0"
"-382448","-316574","13495","7223"
"-382034","-316347","7637","0"
"-377465","-313323","10941","0"
"-385491","-317988","15322","13489"
"-388818","-319533","7763","0"
"-389198","-319715","9570","0"
"-364255","-305474","8735","0"
"-366556","-306812","1022","0"
"-370292","-309039","7883","5130"
"-370293","-309039","11715","0"
"-380966","-315693","16292","9773"
"-380967","-315693","16292","0"
"-400707","-326557","5332","0"
"-400709","-326557","8153","0"
"-400202","-326289","24540","20706"
"-404212","-328606","3015","0"
"-404213","-328606","5364","0"
"-404477","-328808","15255","13686"
"-407812","-330765","12100","12025"
"-405790","-329558","11406","0"
"-408281","-331098","21518","0"
"-402556","-327703","22458","21501"
"-404915","-329002","8897","0"
"-405495","-329338","7195","0"
"-404128","-328580","7092","0"
"-404134","-328581","19123","11219"
"-404421","-328791","8724","0"
"-401750","-327165","14479","9897"
"-405744","-329530","3152","0"
"-406443","-329894","8790","0"
"-406452","-329894","12484","0"
"-406253","-329799","16588","0"
"-408001","-330889","10941","0"
"-408003","-330889","12169","6383"
"-407770","-330747","8000","0"
"-411371","-333236","25129","24918"
"-411703","-333527","21501","14902"
"-411939","-333691","28684","22600"
"-411940","-333691","28379","22483"
"-411940","-333691","31762","28379"
"-412169","-333781","22500","20683"
"-412179","-333786","18749","15456"
"-306447","-267157","1018","0"
"-306450","-267157","11710","10672"
"-306933","-267511","11509","0"
"-307453","-267774","2250","0"
"-307236","-267596","6986","0"
"-307165","-267575","7171","0"
"-307167","-267575","12773","8828"
"-307280","-267621","9157","0"
"-301943","-264237","8096","0"
"-301945","-264237","12880","4673"
"-297496","-261284","12692","0"
"-304084","-265689","8118","0"
"-304352","-265777","6401","0"
"-303422","-265269","8423","0"
"-303627","-265374","11503","8133"
"-303629","-265374","14155","13458"
"-304400","-265792","6581","0"
"-303428","-265272","2115","0"
"-303429","-265272","4550","0"
"-307461","-267778","12517","0"
"-307462","-267778","16970","0"
"-305831","-266800","18270","15913"
"-307589","-267822","7101","0"
"-307589","-267822","10583","0"
"-307426","-267045","19876","0"
"-306960","-267517","6375","0"
"-303437","-265275","4550","0"
"-303439","-265275","8700","8105"
"-304687","-266006","11896","10222"
"-307283","-267625","6265","4330"
"-307286","-267625","28060","20706"
"-304808","-266069","14240","10838"
"-305445","-266504","4275","0"
"-305837","-266807","4267","0"
"-307523","-267806","8613","0"
"-307524","-267806","25863","22512"
"-306871","-267496","10113","0"
"-307387","-267716","815","0"
"-306929","-267510","10139","0"
"-307483","-267784","12401","9979"
"-307076","-267544","5815","0"
"-307860","-268005","8459","0"
"-307862","-268005","12940","0"
"-307863","-268005","14000","12759"
"-305807","-266790","5746","0"
"-305807","-266790","10371","0"
"-308046","-268099","4355","0"
"-308047","-268099","8856","0"
"-307868","-268006","12940","0"
"-306747","-267179","15953","0"
"-306467","-267179","10206","0"
"-307773","-267940","12787","12787"
"-307769","-267938","12576","18"
"-307769","-267938","12576","12576"
"-307769","-267938","17760","0"
"-307847","-268001","17500","0"
"-307425","-267741","11352","0"
"-306705","-267393","5019","0"
"-306710","-267393","25985","23465"
"-306008","-266892","9972","0"
"-308373","-267254","15953","0"
"-306612","-267254","14062","0"
"-307273","-267619","14062","0"
"-307536","-267808","10219","22209"
"-308154","-268167","1516","0"
"-308169","-268181","12431","10426"
"-306249","-267050","8719","0"
"-306250","-267050","14612","8225"
"-307270","-267612","10134","5611"
"-307484","-267792","4752","0"
"-307489","-267792","25985","23465"
"-307490","-267792","9983","4859"
"-308225","-268205","7064","5577"
"-304520","-265900","14210","10569"
"-307871","-268013","1022","0"
"-307872","-268013","4443","0"
"-307605","-267828","7171","0"
"-307287","-267626","6068","4532"
"-306940","-267513","860","0"
"-306941","-267513","3937","0"
"-308588","-268363","10583","0"
"-307465","-267781","6951","0"
"-308449","-268261","7549","0"
"-307690","-267861","12880","4673"
"-305093","-266244","10636","0"
"-305094","-266244","11896","10222"
"-308625","-268381","4807","0"
"-308627","-268381","13245","8891"
"-306872","-267497","10371","0"
"-306876","-267497","15474","0"
"-304798","-266067","4121","0"
"-304799","-266067","6243","3164"
"-307787","-267947","6272","0"
"-307853","-268003","18977","0"
"-308012","-268064","21438","0"
"-308086","-268137","10139","0"
"-308054","-268105","11400","0"
"-308681","-268453","9219","5522"
"-308034","-268077","12000","8930"
"-308570","-268337","22895","0"
"-306324","-267073","16998","15016"
"-306325","-267073","19125","16787"
"-307493","-267794","3247","0"
"-308382","-267794","10437","8510"
"-308110","-268155","900","0"
"-308332","-268221","7064","5577"
"-308456","-268267","8138","0"
"-308464","-268271","10483","6878"
"-308465","-268271","17978","0"
"-307650","-267835","850","0"
"-308450","-268263","850","0"
"-308073","-268125","11710","10672"
"-308378","-268228","9743","0"
"-308399","-268231","22050","12651"
"-303982","-265647","16588","6617"
"-304159","-265706","7497","0"
"-304608","-265706","18712","0"
"-308558","-268335","7171","0"
"-308560","-268335","12773","8828"
"-304900","-266134","6243","3164"
"-307930","-268044","7635","0"
"-308788","-268536","12099","11317"
"-307570","-267811","7767","5293"
"-307964","-268049","7767","5293"
"-307965","-268049","12457","4793"
"-307786","-267946","6041","4562"
"-308271","-268211","15980","14190"
"-307827","-267972","10206","0"
"-308379","-267972","15953","0"
"-308609","-268372","9199","0"
"-307734","-267885","10134","5611"
"-308808","-268553","9187","0"
"-307856","-268004","21006","4330"
"-307857","-268004","28060","20706"
"-307990","-268053","6476","0"
"-299665","-262703","20140","4429"
"-308470","-268275","12641","0"
"-307953","-268047","18137","9983"
"-304409","-265795","13914","0"
"-307189","-267582","9321","0"
"-306639","-267272","8780","7224"
"-305138","-266272","7181","4718"
"-305140","-266272","14210","10569"
"-304665","-265991","8583","0"
"-309391","-268858","10669","0"
"-307507","-267800","9640","0"
"-308984","-268610","11300","9710"
"-308317","-268218","4000","0"
"-308319","-268218","8018","0"
"-308391","-268230","10687","0"
"-308392","-268230","14222","10492"
"-308722","-268476","2707","0"
"-308722","-268476","4782","0"
"-308978","-268604","4643","0"
"-307900","-268018","15474","0"
"-309226","-268734","11936","9588"
"-309504","-268918","4893","4377"
"-308522","-268297","5746","0"
"-308777","-268531","7094","4580"
"-309206","-268718","25602","19251"
"-309207","-268718","15470","0"
"-309211","-268720","11477","8785"
"-309293","-268780","6951","0"
"-309402","-268866","8581","0"
"-309403","-268866","9998","0"
"-309716","-268159","8443","0"
"-309573","-268954","25010","21673"
"-308809","-268554","940","0"
"-308816","-268556","4341","0"
"-309731","-268995","12787","12787"
"-309731","-268995","15978","0"
"-308574","-268338","26018","22994"
"-308575","-268338","16184","0"
"-309688","-268981","23608","0"
"-309334","-268803","12610","10714"
"-309320","-268795","4000","0"
"-308942","-268596","3227","1515"
"-308946","-268596","15980","14190"
"-309217","-268728","18977","0"
"-309622","-268966","10489","8881"
"-334926","-285042","6612","0"
"-333787","-284362","10044","0"
"-332327","-283519","10496","0"
"-332328","-283519","23205","0"
"-332329","-283519","24967","21556"
"-321925","-277517","8730","7291"
"-323144","-278405","8620","0"
"-322665","-278098","12349","5900"
"-323427","-278590","20326","5398"
"-324519","-278590","30616","0"
"-323528","-278642","8555","0"
"-324613","-279222","20326","5398"
"-326775","-280483","13280","9707"
"-327466","-280780","8446","0"
"-327469","-280780","9695","0"
"-327469","-280780","21793","0"
"-328018","-281048","7054","0"
"-328022","-281048","24975","17872"
"-328023","-281048","24484","15449"
"-333602","-284234","11155","0"
"-333604","-284234","28104","22784"
"-336365","-286131","15693","0"
"-336562","-285457","11100","8147"
"-335557","-285457","8647","0"
"-335174","-285201","6394","4915"
"-335175","-285201","9945","0"
"-336724","-286372","8509","0"
"-336217","-285999","11381","8053"
"-336566","-286262","7644","0"
"-336566","-286262","8008","0"
"-336543","-286270","8008","0"
"-336545","-286274","8008","0"
"-336429","-286176","3745","0"
"-335252","-285248","25638","0"
"-337067","-286650","8626","0"
"-337070","-286650","25054","0"
"-336890","-286489","381","0"
"-329659","-281960","14003","9868"
"-329121","-281663","8020","0"
"-329124","-281663","29470","25353"
"-329229","-281714","29470","25353"
"-328378","-281241","5900","0"
"-328379","-281241","12349","5900"
"-328381","-281241","12300","0"
"-328381","-281241","27740","0"
"-328382","-281241","27540","26775"
"-328667","-281387","27740","0"
"-329058","-281621","5092","0"
"-329059","-281621","7560","0"
"-319704","-275887","4454","0"
"-329427","-281828","10118","0"
"-330920","-282631","11417","0"
"-334812","-284955","12315","6187"
"-333969","-284460","6391","0"
"-333969","-284460","10941","0"
"-335285","-285257","15873","13528"
"-335300","-285260","8903","4404"
"-333332","-284032","16104","0"
"-333332","-284032","18422","0"
"-335319","-285264","18977","0"
"-335359","-285289","12951","0"
"-335559","-285467","4325","0"
"-335560","-285467","11150","0"
"-335565","-285468","11886","10625"
"-335650","-285559","12315","6187"
"-335630","-285526","24190","19876"
"-335631","-285526","24702","19605"
"-335652","-285563","24702","19605"
"-335506","-285372","14456","13960"
"-335614","-285548","12268","0"
"-336100","-285935","18396","0"
"-321641","-277391","8537","0"
"-322648","-278086","10004","0"
"-324647","-279255","7585","0"
