date,accident_type,activity,activity_name,subactivity,subactivity_name,confidence,match_method
8/29/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/11/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/16/1997,- Explosion ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/7/1996,- Fire - Injury - Fatality ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/10/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/29/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/9/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/23/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/5/1998,- Drilled into a producing well.,PROD,Production,production_operations,Production Operations,0.55,keyword_match
7/18/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/21/1997,- Explosion - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/25/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/15/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/15/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/5/1995,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/17/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/4/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/20/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/9/1996,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/8/1995,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/5/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/22/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/12/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/9/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/20/1998,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/29/1996,- Injury - Crane accident,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/3/1997,- Injury - crane accident,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/16/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/24/1999,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
1/31/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/30/1997,- Crane Failure,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
3/23/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/14/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/12/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/12/2000,"- Blowout - Pollution - 20"" x 13-5/8"" annular pressure",DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
10/22/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/18/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/9/1999,- Blowout - Fire - Pollution ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
4/26/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/10/1997,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
8/30/1997,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/29/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/20/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/29/1996,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/20/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/11/1998,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/24/1996,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/25/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/3/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/3/1996,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/30/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/8/2000,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/15/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/9/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/6/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/2/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/19/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/20/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
8/11/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/30/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/24/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/11/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/18/1999,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
8/21/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/31/1998,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
6/24/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/22/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/11/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/7/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/6/1997,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/2/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/20/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/18/1999,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/2/1999,- Pollution - pipeline leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/8/1996,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/22/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/16/1998,- Collision - Fire ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
8/6/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/11/1997,- Explosion - Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/12/1998,- Injury - Pollution - Derrick fell,PERS,Personnel Safety,fall_from_height,Fall from Height,0.95,bsee_accident_type
6/9/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/1/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/24/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/21/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/12/1995,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/12/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/11/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/17/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/31/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/21/1996,- Injury - piping rupture,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/14/1996,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
5/3/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/2/1996,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/29/1996,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
2/22/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/10/1996,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/29/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/16/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/10/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/20/1999,- Explosion - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/11/1996,- Fire - Pollution ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/29/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/22/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/13/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/27/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/20/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/17/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/16/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/26/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/6/1998,- Pollution - hydaulic fluid leak,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/23/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/8/1999,- Explosion - 210 barrel atmospheric tank,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/28/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/13/1998,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
4/28/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/9/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/31/1998,- Platform rig movement,DRILL,Drilling,unknown,Unknown,0.35,keyword_match
4/24/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/9/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/23/1998,- Pollution - crane operations,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/11/2000,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/14/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/14/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/15/1999,- crane failure,CRANE,Crane and Lifting,crane_operations,Crane Operations,0.95,bsee_accident_type
7/13/1998,- Pollution - Chemical spill,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
8/20/1998,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/5/1997,- Structural failure,CONST,Construction and Installation,platform_construction,Platform Construction,0.35,keyword_match
2/18/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/19/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/21/1996,- Explosion - Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/22/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/19/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/30/1996,- Fire - Fatality ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/5/1997,- Explosion ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/3/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
9/9/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
4/21/1995,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
6/12/1996,- Fire - Injury ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/12/1997,- Collision ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
5/29/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/21/1995,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/9/1995,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/6/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/22/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/9/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/24/1998,- Injury ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/14/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/24/1996,- Blowout - Fire ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
12/16/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/21/1999,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/28/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
9/21/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
8/17/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
7/17/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/23/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
1/4/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/18/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/9/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/19/1998,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/27/1995,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
10/14/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/2/1998,- Fatality - Elect. during start-up oper.,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
7/10/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/9/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/9/1995,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
9/17/1998,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
8/26/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/9/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/21/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/29/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
10/20/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
5/18/1999,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/26/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
1/16/1998,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
6/7/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/19/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
7/9/1998,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
5/24/1997,- Fatality ,PERS,Personnel Safety,slip_trip_fall,"Slip, Trip, and Fall",0.95,bsee_accident_type
11/19/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/21/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
12/24/1998,- Pollution - 24 Barrels of 10ppg oilbase mu,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
11/13/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
3/31/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/23/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
11/22/1998,- Blowout ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
1/2/2000,- Blowout - Fire ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
5/25/1995,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/15/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
3/4/1997,- Blowout - DIVERTER,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
1/5/2000,- Blowout - Annular Casing Flow Well A-31,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
2/8/1998,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
5/24/1996,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
2/28/1997,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
4/18/1995,- Fire ,PSAFE,Process Safety,fire_explosion,Fire and Explosion,0.95,bsee_accident_type
6/28/1995,- Collision - Pollution ,MARINE,Marine Transport,vessel_navigation,Vessel Navigation,0.95,bsee_accident_type
11/27/1996,- Blowout - Explosion - Fire - Injury ,DRILL,Drilling,well_control,Well Control,0.95,bsee_accident_type
4/24/1997,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
12/17/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
10/4/1998,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
6/1/1996,- Pollution ,ENV,Environmental,oil_spill,Oil Spill,0.95,bsee_accident_type
2/2/1997,- DAMAGED PIPELINE,PIPE,Pipeline Operations,unknown,Unknown,0.35,keyword_match
