incident_id,date,vessel_name,description,fatalities,location,source,injuries
17551,1990-05-03,,"SCUPPERS LEFT OPEN,VSL TOOK ON WATER,CCG WESTPORT ASSISTED WITH PUMP Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17551,1990-05-03,,"SCUPPERS LEFT OPEN,VSL TOOK ON WATER,CCG WESTPORT ASSISTED WITH PUMP Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17533,1990-04-30,,SPRUNG LEAK OF UNKNOWN ORIGIN BELOW WATERLINE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17533,1990-04-30,,SPRUNG LEAK OF UNKNOWN ORIGIN BELOW WATERLINE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17533,1990-04-30,,SPRUNG LEAK OF UNKNOWN ORIGIN BELOW WATERLINE Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17514,1990-04-25,,VSL CAPSIZED WHILE PROCEEDING ACROSS OPEN WATER IN A STORM,0,N/A,Canadian TSB,0
17514,1990-04-25,,VSL CAPSIZED WHILE PROCEEDING ACROSS OPEN WATER IN A STORM,0,N/A,Canadian TSB,0
17514,1990-04-25,,VSL CAPSIZED WHILE PROCEEDING ACROSS OPEN WATER IN A STORM,0,N/A,Canadian TSB,0
17514,1990-04-25,,VSL CAPSIZED WHILE PROCEEDING ACROSS OPEN WATER IN A STORM,0,N/A,Canadian TSB,0
17497,1990-04-22,,VSL SUSTAINED DAMAGE WHILE PROCEEDING THROUGH ICE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17497,1990-04-22,,VSL SUSTAINED DAMAGE WHILE PROCEEDING THROUGH ICE Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17479,1990-03-17,,VSL TOOK ON WATER WHILE ALONGSIDE THE WHARF - PUMPED OUT BY F.D. Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17475,1990-04-18,,"VSL TOOK ON WATER,SUSPECT A FLAW IN THE WELDING IN THE SHIP'S BOTTOM Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17475,1990-04-18,,"VSL TOOK ON WATER,SUSPECT A FLAW IN THE WELDING IN THE SHIP'S BOTTOM Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17463,1990-04-13,,TAKING ON WATER - DISCHARGING OIL/WATER MIXTURE TO KEEP AFLOAT Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17463,1990-04-13,,TAKING ON WATER - DISCHARGING OIL/WATER MIXTURE TO KEEP AFLOAT Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17456,1990-04-12,,"VSL REPORTED TAKING ON WATER, REC'D PUMP FROM BRANDAL, LEVEL HELD Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17456,1990-04-12,,"VSL REPORTED TAKING ON WATER, REC'D PUMP FROM BRANDAL, LEVEL HELD Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17456,1990-04-12,,"VSL REPORTED TAKING ON WATER, REC'D PUMP FROM BRANDAL, LEVEL HELD Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17456,1990-04-12,,"VSL REPORTED TAKING ON WATER, REC'D PUMP FROM BRANDAL, LEVEL HELD Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17455,1990-04-13,,"FLOODED LAZARET THEN DOWNFLOODED IN HEAVY SEAS, CAPSIZED & SANK",0,N/A,Canadian TSB,0
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17446,1990-04-11,,"SWAMPED BY WAVE,HIT BAR,LISTED,SWAMPED BY 2ND WAVE,CAPSIZED,BROKE UP",2,N/A,Canadian TSB,1
17442,1990-04-10,,ICE DAMAGE SUSTAINED WHEN MOORED IN HARBOUR - CAULKING Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17442,1990-04-10,,ICE DAMAGE SUSTAINED WHEN MOORED IN HARBOUR - CAULKING Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17442,1990-04-10,,ICE DAMAGE SUSTAINED WHEN MOORED IN HARBOUR - CAULKING Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17440,1990-04-09,,VSL REPORTED TAKING ON WATER - BOUND FOR VANCOUVER Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17440,1990-04-09,,VSL REPORTED TAKING ON WATER - BOUND FOR VANCOUVER Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17413,1990-04-03,,".5 INCH BOLT FELL OUT OF A HULL FITTING,TOOK ON WATER, 90% SUBMERGED Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17413,1990-04-03,,".5 INCH BOLT FELL OUT OF A HULL FITTING,TOOK ON WATER, 90% SUBMERGED Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17371,1990-02-02,,"INGRESS OF WATER THROUGH THE SEA CHEST, NON-RETURN VALVES NOT FITTED Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17371,1990-02-02,,"INGRESS OF WATER THROUGH THE SEA CHEST, NON-RETURN VALVES NOT FITTED Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17366,1990-02-13,,TUG CAPSIZED WHILE EXECUTING A TURN IN THE PORT ALBERNI CANAL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17366,1990-02-13,,TUG CAPSIZED WHILE EXECUTING A TURN IN THE PORT ALBERNI CANAL Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17363,1990-02-22,,VSL TOOK ON WATER AFTER PUNCTURING HER HULL - CAUSE UNKNOWN Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17363,1990-02-22,,VSL TOOK ON WATER AFTER PUNCTURING HER HULL - CAUSE UNKNOWN Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17361,1990-03-22,,VSL BEGAN TO TAKE ON WATER - VESSEL'S GENERAL CONDITION POOR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17361,1990-03-22,,VSL BEGAN TO TAKE ON WATER - VESSEL'S GENERAL CONDITION POOR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17361,1990-03-22,,VSL BEGAN TO TAKE ON WATER - VESSEL'S GENERAL CONDITION POOR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17361,1990-03-22,,VSL BEGAN TO TAKE ON WATER - VESSEL'S GENERAL CONDITION POOR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17317,1990-03-08,,"STRUCK BY SWELL, CARGO SHIFTED, DID NOT RECOVER, DOWNFLOODED & SANK Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17299,1990-03-04,,CAPSIZED IN AREA OF STRONG TIDE RIPS - STABILITY SUSPECT Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17299,1990-03-04,,CAPSIZED IN AREA OF STRONG TIDE RIPS - STABILITY SUSPECT Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17299,1990-03-04,,CAPSIZED IN AREA OF STRONG TIDE RIPS - STABILITY SUSPECT Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17299,1990-03-04,,CAPSIZED IN AREA OF STRONG TIDE RIPS - STABILITY SUSPECT Note: formerly OccNo : 1300-5-90,0,N/A,Canadian TSB,0
17246,1990-01-25,,"DURING WINTER LAY-UP, WATER PROBABLY ENTERED THROUGH A SEA VALVE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17246,1990-01-25,,"DURING WINTER LAY-UP, WATER PROBABLY ENTERED THROUGH A SEA VALVE Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17217,1990-02-01,,"VSL BROACHED,CAPSIZED,ABANDONNED. RECOVERED & BEACHED 4 MONTHS LATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17217,1990-02-01,,"VSL BROACHED,CAPSIZED,ABANDONNED. RECOVERED & BEACHED 4 MONTHS LATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17217,1990-02-01,,"VSL BROACHED,CAPSIZED,ABANDONNED. RECOVERED & BEACHED 4 MONTHS LATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17217,1990-02-01,,"VSL BROACHED,CAPSIZED,ABANDONNED. RECOVERED & BEACHED 4 MONTHS LATER Note: formerly OccNo : 1300-5-90",0,N/A,Canadian TSB,0
17202,1990-01-29,,VSL SWAMPED WHILE ASSISTING WESTVIEW CHINOOK TO TOW EVCO NO. 2 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17202,1990-01-29,,VSL SWAMPED WHILE ASSISTING WESTVIEW CHINOOK TO TOW EVCO NO. 2 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17202,1990-01-29,,VSL SWAMPED WHILE ASSISTING WESTVIEW CHINOOK TO TOW EVCO NO. 2 Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17191,1990-01-25,,WATER PIPES FELL OFF CAUSING NIPPLES TO LEAK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17191,1990-01-25,,WATER PIPES FELL OFF CAUSING NIPPLES TO LEAK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17188,1990-01-23,,"GUIDE PINS ON THE PUMP MANIFOLD SEIZED, ALLOWING WATER PAST THE PUMP Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17188,1990-01-23,,"GUIDE PINS ON THE PUMP MANIFOLD SEIZED, ALLOWING WATER PAST THE PUMP Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17186,1990-01-23,,BARGE FLIPPED OVER WHILE BEING TOWED BY THE RIVTOW HAWK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17186,1990-01-23,,BARGE FLIPPED OVER WHILE BEING TOWED BY THE RIVTOW HAWK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17186,1990-01-23,,BARGE FLIPPED OVER WHILE BEING TOWED BY THE RIVTOW HAWK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17186,1990-01-23,,BARGE FLIPPED OVER WHILE BEING TOWED BY THE RIVTOW HAWK Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17183,1990-01-06,,"BEGAN TAKING ON WATER, DISCOVERED A SMALL CRACK IN BOTTOM PLATING Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17176,1990-01-22,,VSL SANK IN 10 MINUTES AFTER TAKING A WAVE OVER THE STERN Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17176,1990-01-22,,VSL SANK IN 10 MINUTES AFTER TAKING A WAVE OVER THE STERN Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17173,1989-10-17,,"VSL CAPSIZED DURING A FISHING TRIP, 2 POB DROWNED Note: formerly OccNo : 9708-5-90",2,N/A,Canadian TSB,0
17170,1989-08-19,,ZODIAC CAPSIZED AFTER BEING DRIVEN INTO A WHITE WATER FUNNEL Note: formerly OccNo : 9708-5-90,2,N/A,Canadian TSB,0
17169,1989-10-22,,"OPERATOR STOOD UP IN BOAT TO RELIEVE HIMSELF, BOAT CAPSIZED, HE DIED Note: formerly OccNo : 9708-5-90",1,N/A,Canadian TSB,0
17166,1987-03-15,,14 FT BOAT CAPSIZED WHILE CARRYING 3 POB & 12 DRUMS OF FURNACE FUEL Note: formerly OccNo : 9708-5-90,3,N/A,Canadian TSB,0
17159,1987-08-21,,"VSL FOUND CAPSIZED, 3 POB DROWNED, POSSIBLY DUE TO ROUGH SEAS Note: formerly OccNo : 9708-5-90",3,N/A,Canadian TSB,0
17157,1987-09-15,,"HOUSEBOAT WAS MOORED IN A COVE, SUDDEN STORM CAPSIZED THE VSL Note: formerly OccNo : 9708-5-90",2,N/A,Canadian TSB,2
17155,1987-11-05,,"VSL SWAMPED WITH 4 POB, 2 WHO WERE NOT WEARING LIFEJACKETS DIED Note: formerly OccNo : 9708-5-90",2,N/A,Canadian TSB,0
17154,1988-09-18,,"VSL CAPSIZED WITH 4 POB, 2 DIED, 1 MISSING AND THE OTHER IN HOSPITAL Note: formerly OccNo : 9708-5-90",2,N/A,Canadian TSB,1
17153,1988-09-30,,"SWAMPED AFTER TAKING A WAVE OVER THE STERN, 4 POB IN WATER, 3 DIED Note: formerly OccNo : 9708-5-90",3,N/A,Canadian TSB,0
17151,1989-05-28,,"CANOE SWAMPED IN 4 FT SWELLS, 2 POB HELD ONTO THE CANOE, 1 DIED Note: formerly OccNo : 9708-5-90",1,N/A,Canadian TSB,1
17146,1988-08-23,,"VSL REPORTED BEING SWAMPED, NO OTHER DETAILS KNOWN Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17146,1988-08-23,,"VSL REPORTED BEING SWAMPED, NO OTHER DETAILS KNOWN Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17146,1988-08-23,,"VSL REPORTED BEING SWAMPED, NO OTHER DETAILS KNOWN Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17144,1989-12-14,,BARGE REPORTED TAKING ON WATER IN PRINCE RUPERT HARBOUR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17144,1989-12-14,,BARGE REPORTED TAKING ON WATER IN PRINCE RUPERT HARBOUR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17144,1989-12-14,,BARGE REPORTED TAKING ON WATER IN PRINCE RUPERT HARBOUR Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17129,1990-01-13,,VSL REPORTEDLY TOOK ON WATER ALONGSIDE THE WHARF Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17129,1990-01-13,,VSL REPORTEDLY TOOK ON WATER ALONGSIDE THE WHARF Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17128,1990-01-15,,METAL SHEATHING COVERING THE LAZARETTE AREA OF THE HULL CAME OFF Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17128,1990-01-15,,METAL SHEATHING COVERING THE LAZARETTE AREA OF THE HULL CAME OFF Note: formerly OccNo : 9708-5-90,0,N/A,Canadian TSB,0
17086,1990-01-03,,"AUTOMATIC PUMP FAILED, SCUPPERS WERE NOT IN PLACE, BROKEN DECK PLANK Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17086,1990-01-03,,"AUTOMATIC PUMP FAILED, SCUPPERS WERE NOT IN PLACE, BROKEN DECK PLANK Note: formerly OccNo : 9708-5-90",0,N/A,Canadian TSB,0
17075,1989-12-28,,"VSL TOOK ON WATER THROUGH HER STERN, AUTOMATIC PUMP DID NOT START Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
17075,1989-12-28,,"VSL TOOK ON WATER THROUGH HER STERN, AUTOMATIC PUMP DID NOT START Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
17068,1989-12-22,,LIFEBOAT OVERTURNED AS CREW DISEMBARKED TO SHIP - 7 TRAPPED INSIDE,1,N/A,Canadian TSB,0
17068,1989-12-22,,LIFEBOAT OVERTURNED AS CREW DISEMBARKED TO SHIP - 7 TRAPPED INSIDE,1,N/A,Canadian TSB,0
17068,1989-12-22,,LIFEBOAT OVERTURNED AS CREW DISEMBARKED TO SHIP - 7 TRAPPED INSIDE,1,N/A,Canadian TSB,0
17068,1989-12-22,,LIFEBOAT OVERTURNED AS CREW DISEMBARKED TO SHIP - 7 TRAPPED INSIDE,1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
17010,1989-12-14,,"GIRDED BY TOWED BARGE STRAITS WATER SKIDDER, CAPSIZED,MASTER DROWNED",1,N/A,Canadian TSB,0
16986,1989-12-09,,WIRING BROKE ON THE BILGE PUMP AND THE VSL TOOK ON WATER Note: formerly OccNo : 9708-5-89,0,N/A,Canadian TSB,0
16986,1989-12-09,,WIRING BROKE ON THE BILGE PUMP AND THE VSL TOOK ON WATER Note: formerly OccNo : 9708-5-89,0,N/A,Canadian TSB,0
16982,1989-12-08,,"VSL REPORTED SINKING, RCMP AND A CG AUXILLARY ASSISTED HER ALONGSIDE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16982,1989-12-08,,"VSL REPORTED SINKING, RCMP AND A CG AUXILLARY ASSISTED HER ALONGSIDE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16980,1989-12-08,,"BROKE DOWN IN HEAVY SEAS,LOST DECK CARGO,DAMAGED & FLOODED,ABANDONED",0,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16979,1989-12-08,,"HEAVY SEAS, FREEZING SPRAY, SANK AFTER FLOODING THROUGH HATCH",16,N/A,Canadian TSB,0
16976,1989-12-06,,"VSL TORE OFF CAGE, TOOK ON WATER, TOWED IN BY CCGS CLARKS HARBOUR Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16976,1989-12-06,,"VSL TORE OFF CAGE, TOOK ON WATER, TOWED IN BY CCGS CLARKS HARBOUR Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16957,1989-12-03,,"VSL REPORTED TAKING ON WATER, ASSISTED BY FV AND A TUG Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16957,1989-12-03,,"VSL REPORTED TAKING ON WATER, ASSISTED BY FV AND A TUG Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16948,1989-12-01,,"VSL REPORTEDLY TAKING ON WATER, ASSISTED BY AN UNKNOWN VSL Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16948,1989-12-01,,"VSL REPORTEDLY TAKING ON WATER, ASSISTED BY AN UNKNOWN VSL Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16934,1989-11-28,,"VSL REPORTED TAKING ON WATER, TOWED IN BY CCGS CLARKES HARBOUR Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16934,1989-11-28,,"VSL REPORTED TAKING ON WATER, TOWED IN BY CCGS CLARKES HARBOUR Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16915,1989-11-23,,"VSL TOOK ON WATER IN THE FISHHOLD AND COCKPIT, SANK Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16915,1989-11-23,,"VSL TOOK ON WATER IN THE FISHHOLD AND COCKPIT, SANK Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16902,1989-11-20,,"BEGAN TO TAKE ON WATER, PROBLEM UNDER CONTROL, SUSPECT A STUCK VALVE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16902,1989-11-20,,"BEGAN TO TAKE ON WATER, PROBLEM UNDER CONTROL, SUSPECT A STUCK VALVE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16886,1989-08-01,,"VSL TOOK ON WATER IN VICTORIA HARBOUR, EXACT DETAILS UNKNOWN Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16886,1989-08-01,,"VSL TOOK ON WATER IN VICTORIA HARBOUR, EXACT DETAILS UNKNOWN Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16886,1989-08-01,,"VSL TOOK ON WATER IN VICTORIA HARBOUR, EXACT DETAILS UNKNOWN Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16795,1989-08-15,,VSL TOOK ON WATER THROUGH A SEAM IN THE UPPER DECK Note: formerly OccNo : 9708-5-89,0,N/A,Canadian TSB,0
16779,1989-10-19,,"PLANKING FELL OFF OF THE SHIP'S SIDE, VSL MANAGED TO MAKE IT TO PORT Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16779,1989-10-19,,"PLANKING FELL OFF OF THE SHIP'S SIDE, VSL MANAGED TO MAKE IT TO PORT Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16774,1989-10-18,,"VSL REPORTED TAKING ON WATER, ASSISTED BY CLOO-STUNG & TRESSAMAE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16774,1989-10-18,,"VSL REPORTED TAKING ON WATER, ASSISTED BY CLOO-STUNG & TRESSAMAE Note: formerly OccNo : 9708-5-89",0,N/A,Canadian TSB,0
16757,1989-10-15,,CAPSIZED IN BEACH SURF DURING RESCUE OPERATIONS,0,N/A,Canadian TSB,0
