Plan Control Code,Plan Control Number,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Operator Name,Operator Number,Plan Type Code,Received Date,Plan Final Action Code,Plan Final Action Date,NEPA Determination Type,Water Depth (feet),Plan
R,2339,G06928,EW,  989,G06928,EW,  989,Eni Petroleum Co. Inc.,00162,POE,3/14/1989,A,4/3/1989,,545,
N,3250,G06717,EI,  247,G06717,EI,  247,Samedan Oil Corporation,00185,DOCD,3/13/1989,A,4/25/1989,,0,
N,3249,G06662,VR,   82,G06662,VR,   82,Atlantic Richfield Company,00002,POE,3/13/1989,A,4/24/1989,,53,
N,3249,G06662,VR,   82,G06662,VR,   82,Atlantic Richfield Company,00002,POE,3/13/1989,A,4/24/1989,,54,
N,3249,G06662,VR,   82,G06662,VR,   82,Atlantic Richfield Company,00002,POE,3/13/1989,A,4/24/1989,,55,
R,2336,G06420,DD,  167,G06420,DD,  167,Chevron U.S.A. Inc.,00078,POE,3/10/1989,A,3/17/1989,,0,
R,2335,G06827,MP,  233,G06827,MP,  233,Gulfstar Operating Company,01279,POE,3/10/1989,A,3/28/1989,,0,
N,3248,,,,G06048,MI,  670,Union Oil Company of California,00003,DOCD,3/10/1989,A,4/20/1989,,0,
N,3247,,,,G08150,HI,  178,Anadarko E&P Company LP,00148,DOCD,3/10/1989,A,3/31/1989,,0,
S,2242,00457,ST,  131, 00457,ST,  131,Chevron U.S.A. Inc.,00078,DOCD,3/10/1989,A,4/19/1989,,0,
R,2333,G04700,MI,  567,G04700,MI,  567,"TOTAL E&P USA, INC.",01500,POE,3/9/1989,A,3/20/1989,,0,
N,3246,G09102,HI,A 169,G09102,HI,A 169,Shell Offshore Inc.,00689,POE,3/9/1989,A,4/19/1989,,61,
R,2334,G06037,MI,  604,G06037,MI,  604,Chieftain International (U.S.) Inc.,01385,DOCD,3/9/1989,A,3/15/1989,,0,
R,2334,,,,G06037,MI,  604,Chieftain International (U.S.) Inc.,01385,DOCD,3/9/1989,A,3/15/1989,,0,
S,2240,G06227,HI,A 486,G06227,HI,A 486,"NCX Company, Inc.",01151,POE,3/9/1989,A,3/20/1989,,0,
N,3246,G09102,HI,A 169,G09102,HI,A 169,Shell Offshore Inc.,00689,POE,3/9/1989,A,4/19/1989,,60,
S,2241,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/9/1989,A,4/12/1989,,211,
S,2241,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/9/1989,A,4/12/1989,,214,
S,2241,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/9/1989,A,4/12/1989,,210,
S,2241,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/9/1989,A,4/12/1989,,213,
N,3244,G09493,VR,  126,G09493,VR,  126,Texaco Exploration and Production Inc.,00771,POE,3/8/1989,A,4/20/1989,,70,
N,3244,G09493,VR,  126,G09493,VR,  126,Texaco Exploration and Production Inc.,00771,POE,3/8/1989,A,4/20/1989,,72,
R,2332,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/8/1989,A,3/10/1989,,1,
R,2332,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,3/8/1989,A,3/10/1989,,0,
N,3245,G09494,VR,  127,G09494,VR,  127,Texaco Exploration and Production Inc.,00771,POE,3/8/1989,A,4/21/1989,,72,
R,2331,G06965,MC,  546,G06965,MC,  546,BP America Production Company,00114,POE,3/7/1989,A,4/25/1989,,0,
N,3243,G10342,GB,  240,G10342,GB,  240,"Mariner Energy, Inc.",00818,POE,3/7/1989,A,4/14/1989,,0,
R,2328,G06237,HI,A 553,G06237,HI,A 553,"Energen Resources MAQ, Inc.",00898,POE,3/6/1989,A,3/16/1989,,1,
R,2330,G07152,PN,A  45,G07152,PN,A  45,"EOG Resources, Inc.",01103,POE,3/6/1989,A,4/18/1989,,225,
R,2328,G06237,HI,A 553,G06237,HI,A 553,"Energen Resources MAQ, Inc.",00898,POE,3/6/1989,A,3/16/1989,,0,
R,2329,G06986,GC,    5,G06986,GC,    5,Eni Petroleum Co. Inc.,00162,POE,3/6/1989,A,4/18/1989,,0,
N,3241,,,,G07809,MP,  163,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,108,
N,3242,G05778,VK,  825,G05784,VK,  869,Texaco Inc.,00040,DOCD,3/3/1989,A,5/31/1989,,1850,
N,3241,G07809,MP,  163,G07809,MP,  163,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,120,
N,3241,,,,G05703,MP,  161,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,103,
R,2327,G07219,BA,  435,G07219,BA,  435,Burlington Resources Offshore Inc.,01904,POE,3/3/1989,A,3/13/1989,,0,
N,3242,G05784,VK,  869,G05784,VK,  869,Texaco Inc.,00040,DOCD,3/3/1989,A,5/31/1989,,1850,
N,3242,,,,G05784,VK,  869,Texaco Inc.,00040,DOCD,3/3/1989,A,5/31/1989,,385,
N,3241,G05245,MP,  160,G05245,MP,  160,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,115,
N,3241,G05703,MP,  161,G05703,MP,  161,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,103,
N,3241,,,,G06813,MP,  159,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,130,
N,3241,,,,G05746,CA,   41,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,1,
R,2326,G05467,SM,  171,G05467,SM,  171,"FMP Operating Company, a Limited Partnership",00963,POE,3/3/1989,A,3/21/1989,,0,
N,3241,,,,G05245,MP,  160,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,115,
N,3241,,,,G07809,MP,  163,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,116,
N,3241,,,,G07809,MP,  163,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,120,
N,3241,G07809,MP,  163,G07809,MP,  163,Callon Petroleum Operating Company,01513,DOCD,3/3/1989,A,7/14/1989,,116,
N,3239,G09662,ST,  232,G09662,ST,  232,Gulfstar Operating Company,01279,POE,3/1/1989,A,4/14/1989,,0,
R,2325,G10196,MI,  589,G10196,MI,  589,Murphy Exploration & Production Company,01689,POE,3/1/1989,A,3/21/1989,,0,
R,2323,,,,G04398,WC,  293,Union Oil Company of California,00003,DOCD,2/28/1989,A,3/29/1989,,0,
N,3238,G06322,EB,  600,G06322,EB,  600,Exxon Mobil Corporation,00276,POE,2/28/1989,A,3/15/1989,,2980,
R,2322,G05784,VK,  869,G05784,VK,  869,Exxon Mobil Corporation,00276,POE,2/28/1989,A,3/17/1989,,0,
R,2323,G04398,WC,  293,G04398,WC,  293,Union Oil Company of California,00003,DOCD,2/28/1989,A,3/29/1989,,0,
R,2321,G06693,SM,  147,G06693,SM,  147,ConocoPhillips Company,00056,POE,2/28/1989,A,3/10/1989,,0,
R,2324,G06759,SS,  353,G06759,SS,  353,Eni Petroleum Co. Inc.,00162,POE,2/28/1989,A,3/30/1989,,0,
R,2324,G06759,SS,  353,G06759,SS,  353,Eni Petroleum Co. Inc.,00162,POE,2/28/1989,A,3/30/1989,,1,
N,3236,G06913,EW,  913,G06913,EW,  913,ORYX ENERGY COMPANY,00250,POE,2/27/1989,A,4/12/1989,,725,
N,3237,G08117,BA,  583,G08117,BA,  583,Walter Oil & Gas Corporation,00730,POE,2/27/1989,A,3/22/1989,,98,
S,2239,,,,G06071,BA,  494,Apache Corporation,00105,DOCD,2/27/1989,X,2/27/1989,,0,
N,3236,G06913,EW,  913,G06913,EW,  913,ORYX ENERGY COMPANY,00250,POE,2/27/1989,A,4/12/1989,,758,
N,3236,G06913,EW,  913,G06913,EW,  913,ORYX ENERGY COMPANY,00250,POE,2/27/1989,A,4/12/1989,,890,
N,3236,G06913,EW,  913,G06913,EW,  913,ORYX ENERGY COMPANY,00250,POE,2/27/1989,A,4/12/1989,,955,
N,3236,G06913,EW,  913,G06913,EW,  913,ORYX ENERGY COMPANY,00250,POE,2/27/1989,A,4/12/1989,,702,
R,2319,G06602,WC,  596,G06602,WC,  596,"Union Exploration Partners, Ltd.",00985,POE,2/24/1989,A,3/16/1989,,0,
N,3235,G08229,GB,  334,G08229,GB,  334,Conoco Inc.,00001,POE,2/24/1989,A,3/31/1989,,0,
R,2320,G07155,PN,A  59,G07155,PN,A  59,"PRS Offshore, L.P.",01767,POE,2/24/1989,A,3/29/1989,,0,
R,2318,G07318,HI,   74,G07318,HI,   74,Hall-Houston Oil Company,00846,POE,2/22/1989,A,3/24/1989,,0,
N,3234,G10198,MI,  672,G10198,MI,  672,The Houston Exploration Company,01046,POE,2/22/1989,A,4/3/1989,,0,
S,2238,G03147,EI,   26,G03147,EI,   26,Texaco Exploration and Production Inc.,00771,DOCD,2/22/1989,A,5/4/1989,,0,
R,2317,G06948,MC,  361,G06948,MC,  361,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,00540,POE,2/22/1989,A,3/1/1989,,0,
S,2236,,,,G01088,WD,   89,Eni Petroleum Co. Inc.,00162,DOCD,2/21/1989,A,3/10/1989,,0,
S,2237,,,,G01953,WC,  144,Texaco Exploration and Production Inc.,00771,DOCD,2/21/1989,A,3/28/1989,,0,
N,3233,G10334,GB,  163,G10334,GB,  163,BP Exploration & Oil Inc.,01680,POE,2/21/1989,A,5/2/1989,,0,
R,2316,00310,SM,  239, 00310,SM,  239,Texaco Exploration and Production Inc.,00771,DOCD,2/21/1989,A,3/8/1989,,0,
R,2315,G06187,HI,A  69,G06187,HI,A  69,Aquila Energy Resources Corporation,01512,POE,2/17/1989,A,4/12/1989,,0,
N,3230,G08823,MC,  522,G08823,MC,  522,Shell Deepwater Development Inc.,02139,POE,2/16/1989,A,3/24/1989,,0,
N,3230,G08831,MC,  566,G08831,MC,  566,Shell Deepwater Development Inc.,02139,POE,2/16/1989,A,3/24/1989,,0,
S,2235,G06611,WC,  660,G06611,WC,  660,"Union Exploration Partners, Ltd.",00985,POE,2/16/1989,A,3/10/1989,,0,
N,3232,G09115,HI,A 418,G09114,HI,A 417,Samedan Oil Corporation,00185,POE,2/16/1989,A,3/27/1989,,0,
N,3232,G09115,HI,A 418,G09115,HI,A 418,Samedan Oil Corporation,00185,POE,2/16/1989,A,3/27/1989,,0,
S,2234,G01848,HI,  129,G01848,HI,  129,ORYX ENERGY COMPANY,00250,DOCD,2/16/1989,A,3/17/1989,,0,
R,2314,G07008,GC,   76,G07008,GC,   76,ORYX ENERGY COMPANY,00250,POE,2/16/1989,A,3/14/1989,,0,
S,2232,G09104,HI,A 171,G09104,HI,A 171,Apache Corporation,00105,DOCD,2/16/1989,A,2/22/1989,,0,
S,2232,,,,G09104,HI,A 171,Apache Corporation,00105,DOCD,2/16/1989,A,2/22/1989,,0,
N,3230,G08822,MC,  521,G08822,MC,  521,Shell Deepwater Development Inc.,02139,POE,2/16/1989,A,3/24/1989,,0,
N,3232,G09114,HI,A 417,G09114,HI,A 417,Samedan Oil Corporation,00185,POE,2/16/1989,A,3/27/1989,,0,
S,2234,G01848,HI,  129,G01848,HI,  129,ORYX ENERGY COMPANY,00250,DOCD,2/16/1989,A,3/17/1989,,1,
N,3231,G07892,VK,  213,G07892,VK,  213,Chevron U.S.A. Inc.,00078,POE,2/16/1989,A,3/30/1989,,0,
R,2311,G07895,VK,  256,G07895,VK,  256,"EOG Resources, Inc.",01103,POE,2/15/1989,A,3/24/1989,,0,
R,2313,G07885,VK,  156,G07885,VK,  156,"EOG Resources, Inc.",01103,POE,2/15/1989,A,3/6/1989,,0,
N,3229,G10284,HI,A 102,G10284,HI,A 102,Hall-Houston Oil Company,00846,POE,2/15/1989,A,3/13/1989,,89,
R,2312,G08770,VK,  124,G08770,VK,  124,"EOG Resources, Inc.",01103,POE,2/15/1989,A,3/8/1989,,0,
S,2233,G07251,GA,  349,G07251,GA,  349,Seagull Energy E&P Inc.,01956,POE,2/15/1989,A,3/3/1989,,85,
R,2310,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,2/14/1989,A,2/22/1989,,0,
R,2309,G05370,EC,  148,G05370,EC,  148,Chevron U.S.A. Inc.,00078,POE,2/14/1989,A,2/27/1989,,1,
N,3228,G10228,BA,  572,G10228,BA,  572,Walter Oil & Gas Corporation,00730,POE,2/14/1989,A,3/23/1989,,94,
R,2309,G05370,EC,  148,G05370,EC,  148,Chevron U.S.A. Inc.,00078,POE,2/14/1989,A,2/27/1989,,0,
N,3227,,,,G06044,MI,  638,"EOG Resources, Inc.",01103,DOCD,2/13/1989,A,3/16/1989,,0,
R,2307,G06014,MU,  875,G06014,MU,  875,The Houston Exploration Company,01046,POE,2/13/1989,X,2/13/1989,,0,
R,2305,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,2/13/1989,A,2/16/1989,,0,
S,2228,,,,G04787,VR,   66,Union Oil Company of California,00003,DOCD,2/13/1989,A,3/24/1989,,0,
R,2306,G05541,SS,   92,G05541,SS,   92,Murphy Exploration & Production Company,01689,POE,2/13/1989,A,3/24/1989,,0,
R,2308,G07733,EI,  221,G07733,EI,  221,Conoco Inc.,00001,POE,2/13/1989,A,3/14/1989,,0,
R,2308,G07733,EI,  221,G07733,EI,  221,Conoco Inc.,00001,POE,2/13/1989,A,3/14/1989,,1,
N,3226,,,,G09495,VR,  153,PG&E Resources Offshore Company,00582,DOCD,2/10/1989,A,3/23/1989,,0,
S,2226,G06045,MI,  651,G06045,MI,  651,The Houston Exploration Company,01046,POE,2/9/1989,A,2/28/1989,,100,
S,2227,G03011,MU,A  16,G03011,MU,A  16,OXY USA Inc.,00777,DOCD,2/9/1989,A,3/28/1989,,0,
N,3225,,,,G06215,HI,A 237,Hall-Houston Oil Company,00846,DOCD,2/8/1989,A,2/24/1989,,1,
N,3225,,,,G08561,HI,A 126,Hall-Houston Oil Company,00846,DOCD,2/8/1989,A,2/24/1989,,0,
N,3225,,,,G08562,HI,A 127,Hall-Houston Oil Company,00846,DOCD,2/8/1989,A,2/24/1989,,1,
R,2303,G06353,GB,  171,G06353,GB,  171,Marathon Oil Company,00724,POE,2/8/1989,X,2/8/1989,,0,
R,2302,G07215,BA,  376,G07215,BA,  376,Union Oil Company of California,00003,POE,2/6/1989,A,3/24/1989,,0,
N,3224,,,,G05357,WC,  628,Apache Corporation,00105,DOCD,2/6/1989,A,5/4/1989,,0,
N,3223,,,,G06059,MI,A   4,Tri-Union Development Corporation,02070,DOCD,2/6/1989,A,3/10/1989,,0,
R,2301,G04397,WC,  291,G06581,WC,  292,Pennzoil Exploration and Production Company,01750,POE,2/6/1989,A,2/23/1989,,0,
S,2231,G08695,EI,  320,G08695,EI,  320,Sabine Oil & Gas Corporation,00048,POE,2/5/1989,A,3/21/1989,,0,
R,2299,G05351,WC,  588,G05351,WC,  588,"Dominion Exploration & Production, Inc.",00282,POE,2/3/1989,A,2/17/1989,,0,
N,3221,G07221,BA,  488,G07221,BA,  488,Conoco Inc.,00001,DOCD,2/2/1989,A,2/15/1989,,1,
R,2298,G04700,MI,  567,G04700,MI,  567,"TOTAL E&P USA, INC.",01500,POE,2/2/1989,A,2/24/1989,,0,
N,3222,G10211,BA,  364,G10211,BA,  364,Wacker Oil Inc.,01210,POE,2/2/1989,A,3/1/1989,,0,
R,2298,G04700,MI,  567,G04700,MI,  567,"TOTAL E&P USA, INC.",01500,POE,2/2/1989,A,2/24/1989,,1,
N,3221,G07221,BA,  488,G07221,BA,  488,Conoco Inc.,00001,DOCD,2/2/1989,A,2/15/1989,,0,
R,2297,G06040,MI,  617,G06040,MI,  617,Samedan Oil Corporation,00185,POE,2/1/1989,A,2/10/1989,,0,
S,2224,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,2/1/1989,A,2/27/1989,,0,
S,2223,G03242,HI,A 466,G03242,HI,A 466,Newfield Exploration Company,01364,DOCD,1/31/1989,A,2/13/1989,,0,
N,3220,G08417,EC,  188,G08417,EC,  188,"EP Energy Management, L.L.C.",00491,POE,1/31/1989,A,3/16/1989,,0,
N,3219,,,,G06080,BA,  550,Mobil Producing Texas & New Mexico Inc.,00565,DOCD,1/31/1989,A,3/3/1989,,0,
N,3220,G08418,EC,  189,G08418,EC,  189,"EP Energy Management, L.L.C.",00491,POE,1/31/1989,A,3/16/1989,,0,
N,3218,,,,G06168,HI,  196,Apache Corporation,00105,DOCD,1/30/1989,A,2/16/1989,,0,
R,2296,G06677,VR,  237,G06677,VR,  237,The Louisiana Land and Exploration Company,00083,POE,1/30/1989,A,2/3/1989,,0,
N,3218,G06167,HI,  195,G06168,HI,  196,Apache Corporation,00105,DOCD,1/30/1989,A,2/16/1989,,0,
S,2222,G02071,VR,  147,G02071,VR,  147,"Energy Resource Technology, Inc.",01764,DOCD,1/27/1989,A,2/28/1989,,0,
S,2222,,,,G02071,VR,  147,"Energy Resource Technology, Inc.",01764,DOCD,1/27/1989,A,2/28/1989,,0,
R,2294,G06569,WC,  100,G06569,WC,  100,Kerr-McGee Corporation,00035,POE,1/27/1989,A,2/28/1989,,40,
N,3217,,,,G09400,WC,  167,"TOTAL E&P USA, INC.",01500,DOCD,1/26/1989,A,3/7/1989,,0,
N,3216,,,,G04818,WC,  290,Samedan Oil Corporation,00185,DOCD,1/26/1989,A,3/22/1989,,40,
R,2293,00016,WD,   31, 00016,WD,   31,Exxon Mobil Corporation,00276,DOCD,1/26/1989,A,2/3/1989,,0,
S,2221,G05727,MP,  244,G05727,MP,  244,Apache Corporation,00105,DOCD,1/24/1989,A,3/10/1989,,0,
R,2295,G01241,ST,   52,G01241,ST,   52,Chevron U.S.A. Inc.,00078,DOCD,1/24/1989,A,1/26/1989,,0,
R,2295,,,,G01241,ST,   52,Chevron U.S.A. Inc.,00078,DOCD,1/24/1989,A,1/26/1989,,0,
S,2221,,,,G05727,MP,  244,Apache Corporation,00105,DOCD,1/24/1989,A,3/10/1989,,0,
R,2292,G06654,EC,  333,G06654,EC,  333,Samedan Oil Corporation,00185,POE,1/24/1989,A,2/6/1989,,0,
N,3214,G09604,SS,   12,G09604,SS,   12,"LLECO Holdings, Inc.",01334,POE,1/20/1989,A,3/3/1989,,0,
N,3214,G09605,SS,   23,G09605,SS,   23,"LLECO Holdings, Inc.",01334,POE,1/20/1989,A,3/3/1989,,0,
N,3214,G09605,SS,   13,G09605,SS,   13,"LLECO Holdings, Inc.",01334,POE,1/20/1989,A,3/3/1989,,0,
N,3215,G09777,MC,  108,G09777,MC,  108,BP Exploration & Oil Inc.,01680,POE,1/20/1989,A,3/1/1989,,0,
N,3210,G08547,MI,  680,G08547,MI,  680,The Houston Exploration Company,01046,POE,1/19/1989,A,3/21/1989,,0,
R,2291,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,1/19/1989,A,1/25/1989,,1,
N,3212,G09484,EC,  349,G09484,EC,  349,The Houston Exploration Company,01046,POE,1/19/1989,A,3/1/1989,,0,
N,3213,G08075,PN,A  27,G08075,PN,A  27,BP Exploration Inc.,00593,POE,1/19/1989,A,2/9/1989,,0,
R,2291,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,1/19/1989,A,1/25/1989,,0,
N,3208,G08416,EC,  149,G08416,EC,  149,Chevron U.S.A. Inc.,00078,POE,1/19/1989,A,3/3/1989,,0,
N,3212,G09483,EC,  348,G09483,EC,  348,The Houston Exploration Company,01046,POE,1/19/1989,A,3/1/1989,,0,
N,3211,G09103,HI,A 170,G09103,HI,A 170,"Flash Gas & Oil Southwest, Inc.",01316,DOCD,1/19/1989,A,1/31/1989,,0,
N,3209,,,,G05547,SS,  160,Walter Oil & Gas Corporation,00730,DOCD,1/19/1989,A,4/7/1989,,0,
N,3211,,,,G09103,HI,A 170,"Flash Gas & Oil Southwest, Inc.",01316,DOCD,1/19/1989,A,1/31/1989,,0,
R,2290,G10294,HI,A 230,G10294,HI,A 230,"Norcen Explorer, Inc.",01089,POE,1/19/1989,A,2/1/1989,,0,
N,3206,G06566,WC,   44,G06566,WC,   44,Sabine Oil & Gas Corporation,00048,POE,1/18/1989,A,2/6/1989,,36,
R,2289,G08636,WC,  398,G08636,WC,  398,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,00540,POE,1/18/1989,A,1/26/1989,,1,
N,3207,G08975,MU,  785,G08975,MU,  785,The Houston Exploration Company,01046,POE,1/18/1989,A,2/6/1989,,1,
R,2288,G01620,SP,   93,G01619,SP,   93,Exxon Mobil Corporation,00276,DOCD,1/18/1989,A,2/3/1989,,0,
R,2289,G08636,WC,  398,G08636,WC,  398,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,00540,POE,1/18/1989,A,1/26/1989,,0,
R,2288,G01619,SP,   93,G01619,SP,   93,Exxon Mobil Corporation,00276,DOCD,1/18/1989,A,2/3/1989,,0,
N,3207,G08975,MU,  785,G08975,MU,  785,The Houston Exploration Company,01046,POE,1/18/1989,A,2/6/1989,,0,
R,2286,G06358,GB,  189,G06358,GB,  189,Texaco Exploration and Production Inc.,00771,POE,1/17/1989,A,2/10/1989,,0,
N,3203,,,,G05986,MU,  756,Hall-Houston Oil Company,00846,DOCD,1/17/1989,A,1/24/1989,,0,
R,2287,G01096,WD,   99,G01096,WD,   99,Exxon Mobil Corporation,00276,DOCD,1/17/1989,A,2/3/1989,,0,
N,3204,G09414,WC,  358,G09414,WC,  358,First Energy Corporation,01259,POE,1/17/1989,A,2/28/1989,,0,
N,3205,,,,G05975,PN,A  58,Anadarko E&P Company LP,00148,DOCD,1/17/1989,A,1/25/1989,,0,
R,2282,G06359,GB,  191,G06359,GB,  191,Chevron U.S.A. Inc.,00078,POE,1/12/1989,A,2/17/1989,,0,
R,2284,G06827,MP,  233,G06827,MP,  233,Gulfstar Operating Company,01279,POE,1/12/1989,A,2/10/1989,,0,
R,2283,G02302,SM,  250,G02302,SM,  250,Chevron U.S.A. Inc.,00078,POE,1/12/1989,A,1/19/1989,,0,
R,2285,G06890,VK,  870,G06890,VK,  870,Texaco Exploration and Production Inc.,00771,POE,1/12/1989,A,2/6/1989,,0,
R,2281,G05541,SS,   92,G05541,SS,   92,Murphy Exploration & Production Company,01689,POE,1/12/1989,A,1/23/1989,,0,
R,2282,G06359,GB,  191,G06359,GB,  191,Chevron U.S.A. Inc.,00078,POE,1/12/1989,A,2/17/1989,,1,
S,2220,G02126,WC,   69,G02126,WC,   69,Conoco Inc.,00001,POE,1/12/1989,A,1/27/1989,,0,
R,2279,G05541,SS,   92,G05541,SS,   92,Murphy Exploration & Production Company,01689,POE,1/12/1989,A,2/10/1989,,0,
R,2285,G06890,VK,  870,G06890,VK,  870,Texaco Exploration and Production Inc.,00771,POE,1/12/1989,A,2/6/1989,,1,
R,2278,G06678,VR,  249,G06678,VR,  249,XTO Offshore Inc.,00222,POE,1/12/1989,A,2/3/1989,,0,
N,3202,G09610,SS,   77,G09610,SS,   77,Apache Corporation,00105,POE,1/11/1989,A,2/10/1989,,0,
R,2277,G03995,EI,  191,G03995,EI,  191,Apache Corporation,00105,POE,1/11/1989,A,2/14/1989,,82,
N,3201,G06888,VK,  826,G06888,VK,  826,ORYX ENERGY COMPANY,00250,POE,1/9/1989,A,3/10/1989,,0,
R,2280,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,1/6/1989,A,1/6/1989,,0,
N,3199,G09143,HI,A 307,G09143,HI,A 307,"Dominion Exploration & Production, Inc.",00282,POE,1/6/1989,A,2/14/1989,,0,
S,2219,G06729,EI,  389,G06729,EI,  389,Kerr-McGee Corporation,00035,POE,1/6/1989,A,1/6/1989,,0,
N,3200,,,,G06164,HI,  176,Apache Corporation,00105,DOCD,1/6/1989,A,2/13/1989,,0,
R,2280,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,1/6/1989,A,1/6/1989,,1,
R,2276,G05901,GC,  110,G05901,GC,  110,Marathon Oil Company,00724,POE,1/6/1989,A,1/19/1989,,0,
R,2275,G06940,MC,  157,G06940,MC,  157,Texaco Inc.,00040,POE,1/5/1989,A,2/28/1989,,0,
N,3198,,,,G07660,EC,  282,Forcenergy GOM Inc.,01187,DOCD,1/5/1989,A,3/8/1989,,0,
N,3198,,,,G07661,EC,  283,Forcenergy GOM Inc.,01187,DOCD,1/5/1989,A,3/8/1989,,1,
R,2274,G06925,EW,  966,G06925,EW,  966,ORYX ENERGY COMPANY,00250,POE,1/5/1989,A,2/8/1989,,0,
R,2275,G06940,MC,  157,G06940,MC,  157,Texaco Inc.,00040,POE,1/5/1989,A,2/28/1989,,1,
R,2273,G06851,MO,  873,G06851,MO,  873,Conoco Inc.,00001,POE,1/3/1989,A,2/16/1989,,0,
R,2273,G06851,MO,  873,G06851,MO,  873,Conoco Inc.,00001,POE,1/3/1989,A,2/16/1989,,1,
N,3196,G10146,MU,  776,G10146,MU,  776,Murphy Exploration & Production Company,01689,POE,12/29/1988,A,1/27/1989,,1,
N,3196,G10146,MU,  776,G10146,MU,  776,Murphy Exploration & Production Company,01689,POE,12/29/1988,A,1/27/1989,,0,
R,2272,G06601,WC,  592,G06601,WC,  592,"Dominion Exploration & Production, Inc.",00282,POE,12/27/1988,A,1/6/1989,,0,
N,3195,G09079,HI,  138,G09079,HI,  138,The Houston Exploration Company,01046,POE,12/27/1988,A,1/31/1989,,49,
S,2217,G07759,SS,  299,G07759,SS,  299,"Devon SFS Operating, Inc.",01551,POE,12/27/1988,A,1/13/1989,,0,
R,2271,G07004,GC,   61,G07004,GC,   61,Chevron U.S.A. Inc.,00078,POE,12/27/1988,A,1/13/1989,,0,
R,2266,G09408,WC,  248,G09408,WC,  248,B T Operating Co.,01324,POE,12/22/1988,A,1/13/1989,,0,
R,2266,G09408,WC,  248,G09408,WC,  248,B T Operating Co.,01324,POE,12/22/1988,A,1/13/1989,,1,
N,3193,G06569,WC,  100,G06569,WC,  100,Kerr-McGee Corporation,00035,POE,12/21/1988,A,1/27/1989,,40,
N,3194,G09574,EI,   30,G09574,EI,   30,Pel-Tex Oil Company,01194,POE,12/21/1988,A,1/26/1989,,1,
S,2216,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,12/21/1988,A,1/12/1989,,0,
S,2216,G09372,MP,  299,G09372,MP,  299,Freeport-McMoRan Sulphur Inc.,02225,POE,12/21/1988,A,1/12/1989,,1,
N,3194,G09574,EI,   30,G09574,EI,   30,Pel-Tex Oil Company,01194,POE,12/21/1988,A,1/26/1989,,0,
R,2270,G06677,VR,  237,G06677,VR,  237,The Louisiana Land and Exploration Company,00083,POE,12/21/1988,A,1/24/1989,,0,
N,3192,G07699,SM,   36,G07699,SM,   36,Walter Oil & Gas Corporation,00730,POE,12/21/1988,A,2/6/1989,,0,
N,3190,,,,G09408,WC,  248,B T Operating Co.,01324,DOCD,12/20/1988,A,2/10/1989,,0,
R,2269,G08707,SS,  128,G08707,SS,  128,The Louisiana Land and Exploration Company,00083,POE,12/20/1988,A,1/18/1989,,0,
N,3191,G10344,GB,  244,G10344,GB,  244,Shell Offshore Inc.,00689,POE,12/20/1988,A,1/30/1989,,0,
N,3190,G09408,WC,  248,G09408,WC,  248,B T Operating Co.,01324,DOCD,12/20/1988,A,2/10/1989,,0,
