Segment Number,Originating Id Name,Originating Area Code,Originating Block Number,Originating Lease Number,Receiving Id Name,Receiving Area Code,Receiving Block Number,Receiving Lease Number,Approved Date,Install Date,Status Code,Pipeline Size Code,ROW Number,Production Code,Facility Operator,Operator,Max Water Depth (feet),Max Allowable Operating Pressure,Cathodic Code,Pipeline ROW Seg Status Code,Pipeline ROW Permit,ROW Holder,Segment Length,Authority,Bidirectional,Out of Service Date,Temporary Cessation of Operations Date,Flush and Fill Date,Abandonment Approval Date,Abandonment Date
14674,Well No. 4,PL,    5,G12027,Well No. 1,ST,   16,G21663,,,CNCL,02,,LIFT,01834,Talos Petroleum LLC,33,1480,,,,,7696,DOI,,,,,,
14675,Platform T,MO,  910,,f/s,NG,  107,,,,CNCL,36,,GAS,00056,ConocoPhillips Company,,80,,,,,52169,DOT,N,,,,,
14676,platform T,MO,  910,,"36"" ssti",MO,  910,,,,CNCL,24,,GAS,00056,ConocoPhillips Company,,2180,,,,,2663,DOT,,,,,,
14677,No.7 Well,MP,  108,G04832,Platform A,MP,  108,G04832,4/26/2004,8/20/2004,ACT,06,,BLKG,01284,"W & T Offshore, Inc.",66,1440,,,,,3229,DOI,,,,,,
14678,SSW #1,GC,   50,G24139,A,GC,    6,G06987,5/18/2004,,CNCL,04,G25404,BLKG,02058,"LLOG Exploration Offshore, L.L.C.",922,7200,,RELQ,02058,"LLOG Exploration Offshore, L.L.C.",16631,DOI,,,,,12/10/2004,
14679,A,GC,    6,G06987,SSW #1,GC,   50,G24139,5/18/2004,,CNCL,02,G25404,UBEH,02058,"LLOG Exploration Offshore, L.L.C.",922,1,,RELQ,02058,"LLOG Exploration Offshore, L.L.C.",16631,DOI,,,,,12/10/2004,
14680,JB,EC,   57,G03289,JA,EC,   57,G03289,4/16/2004,7/10/2004,ABN,04,,BLKG,02589,"Merit Energy Company, LLC",55,1480,,,,,12932,DOI,N,6/23/2008,,8/14/2008,5/16/2011,12/3/2010
14681,JB Platform,EC,   57,G03289,JA Platform,EC,   57,G03289,4/16/2004,7/10/2004,ABN,04,,BLKG,02589,"Merit Energy Company, LLC",55,1480,,,,,12934,DOI,,5/9/2007,,,5/16/2011,12/3/2010
14682,SSW #1,GC,  137,G25118,A,GC,    6,G06987,5/18/2004,,CNCL,06,G25405,BLKG,02058,"LLOG Exploration Offshore, L.L.C.",1170,3705,,RELQ,02058,"LLOG Exploration Offshore, L.L.C.",47340,DOI,N,,,,12/10/2004,
14683,A,GC,    6,G06987,SSW #1,GC,  137,G25118,5/18/2004,,CNCL,01,G25405,UMBH,02058,"LLOG Exploration Offshore, L.L.C.",1170,1,,RELQ,02058,"LLOG Exploration Offshore, L.L.C.",47340,DOI,,,,,12/10/2004,
14684,Platform T,MO,  910,,f/s,NG,  107,,,,CNCL,36,,GAS,00056,ConocoPhillips Company,,2180,,,,,52169,DOT,N,,,,,
14685,"""A"" Plat",ST,  308,G21685,30 SSTI,ST,  308,G21685,5/17/2004,8/28/2004,ACT,12,G25406,GAS,21445,Williams Energy L.L.C.,506,1850,,ACT,02272,Discovery Gas Transmission LLC,4717,DOT,,,,,,
14686,C Platform,WD,   61,G03186,A Platform,WD,   62,G25007,5/26/2004,7/5/2004,COMB,04,G25407,BLKG,01834,Talos Petroleum LLC,134,2162,,RELQ,01834,Talos Petroleum LLC,13769,DOI,,8/27/2005,8/27/2010,,,
14687,Platform B,BA,  504,G20616,20-inch SSTI,BA,A   2,G25518,8/5/2004,9/10/2004,ABN,06,G25409,G/C,02312,McMoRan Oil & Gas LLC,117,1440,,RELQ,02312,McMoRan Oil & Gas LLC,8913,DOI,N,2/20/2012,,4/26/2014,3/13/2013,5/1/2014
14688,"""A"" Plat",MC,  243,G19931,SS Well #4,MC,  243,G19931,5/17/2004,,CNCL,06-07,,H2O,01500,"TOTAL E&P USA, INC.",2916,2500,,,,,7565,DOI,,,,,,
14689,"""A"" Plat",MC,  243,G19931,UTA,MC,  243,G19931,5/17/2004,,CNCL,03,,UMBE,01500,"TOTAL E&P USA, INC.",,1,,,,,8438,DOI,,,,,,
14690,"Plat ""A""",EC,  222,G02037,Well #7,EC,  222,G02037,6/14/2004,8/6/2004,ABN,02,G25408,LIFT,02222,"PetroQuest Energy, L.L.C.",128,1440,,RELQ,02222,"PetroQuest Energy, L.L.C.",7774,DOI,,8/6/2004,,,2/19/2008,10/3/2009
14691,PDQ,MC,  778,G09868,Manifold P-41W-M,MC,  778,G09868,5/28/2004,9/11/2015,ACT,10-12,,H2O,02481,BP Exploration & Production Inc.,6026,10000,,,,,3243,DOI,,,,,,
14692,PDQ,MC,  778,G09868,Manifold P-41W-M,MC,  778,G09868,5/28/2004,,PROP,10-12,,H2O,02481,BP Exploration & Production Inc.,6030,10000,,,,,4069,DOI,,,,,,
14693,PDQ,MC,  778,G09868,PLET W-42-P01,MC,  822,G14658,5/28/2004,7/6/2006,PROP,10-12,,H2O,02481,BP Exploration & Production Inc.,6265,10000,,,,,6222,DOI,,,,,,
14694,Well #11,HI,  139,G03235,A,HI,  139,G03235,,,CNCL,04,G25410,BLKG,01963,"Apex Oil & Gas, Inc.",52,2220,,RELQ,01963,"Apex Oil & Gas, Inc.",6768,DOI,,,,,,
14695,Capped END,EI,  355,G19797,Capped END,EI,  355,G19797,,,ABN,06,,BLKG,00064,Hunt Oil Company,,3943,,,,,183,DOI,N,,,,1/23/2004,4/27/2004
14696,Capped END,EI,  355,G19797,Capped END,EI,  355,G19797,,,ABN,06,,BLKG,00064,Hunt Oil Company,,3943,,,,,208,DOI,N,,,,1/23/2004,2/10/2004
14697,Well No. 9,EC,   33,G02127,Platform D,EC,   33,G02127,6/15/2004,,CNCL,06,,BLKG,01046,The Houston Exploration Company,40,2220,,,,,4599,DOI,,,,,,
14698,SS Well No. 1,EB,  599,G19028,A,EB,  643,G09184,6/29/2004,9/30/2004,ACT,06,,BLKO,02219,Anadarko US Offshore LLC,3455,6000,,,,,15233,DOI,Y,,,,,
14699,SS Well No. 1,EB,  598,G19027,A,EB,  643,G09184,6/29/2004,9/30/2004,ABN,06,,BLKO,00981,Anadarko Petroleum Corporation,3455,6000,,,,,12895,DOI,Y,,,,8/6/2010,2/16/2011
14700,Well No. 1,EB,  598,G19027,Well No. 1,EB,  599,G19028,6/29/2004,9/30/2004,OUT,13,,BLKO,02219,Anadarko US Offshore LLC,3157,6000,,,,,4304,DOI,Y,7/1/2013,,2/8/2015,,
14701,Well No. 1,EB,  599,G19028,Well No. 1,EB,  598,G19027,6/29/2004,,ACT,04,,UBEH,02219,Anadarko US Offshore LLC,3157,1,,,,,5707,DOI,,,,,,
14702,A,EB,  643,G09184,Well No. 1,EB,  598,G19027,6/29/2004,,ACT,04,,UBEH,02219,Anadarko US Offshore LLC,3455,1,,,,,12755,DOI,,,,,,
14703,Manifold P-41E-M,MC,  778,G09868,S1,MC,  778,G09868,5/28/2004,,PROP,07,,H2O,02481,BP Exploration & Production Inc.,6030,12086,,,,,100,DOI,,,,,,
14704,Manifold P-41W-M,MC,  778,G09868,S15,MC,  778,G09868,5/28/2004,,PROP,07,,H2O,02481,BP Exploration & Production Inc.,6030,12086,,,,,100,DOI,,,,,,
14705,Manifold P-41W-M,MC,  778,G09868,S16,MC,  778,G09868,5/28/2004,,PROP,07,,H2O,02481,BP Exploration & Production Inc.,6030,12086,,,,,100,DOI,,,,,,
14706,PLET W-42-P01,MC,  822,G14658,S21,MC,  822,G14658,5/28/2004,,PROP,07,,H2O,02481,BP Exploration & Production Inc.,6265,12086,,,,,100,DOI,,,,,,
14707,PLET W-42-P01,MC,  822,G14658,S22,MC,  822,G14658,5/28/2004,,PROP,07,,H2O,02481,BP Exploration & Production Inc.,6265,12086,,,,,100,DOI,,,,,,
14708,Well #1,WC,  151,G17764,Well #2,WC,  151,G17764,6/14/2004,,CNCL,04,,BLKG,02427,"Virgin Offshore U.S.A., Inc.",42,2220,,,,,3260,DOI,,,,,,
14709,f/s,MI,  696,G04704,"10"" ssti",MI,  696,G04704,6/1/2004,8/31/2004,ABN,04,G25411,G/C,00730,Walter Oil & Gas Corporation,79,1440,,RELQ,00730,Walter Oil & Gas Corporation,14866,DOI,,7/11/2011,,,7/20/2011,8/24/2011
14710,SSW #4,GC,  243,G20051,SSMANIFO Aspen I,GC,  243,G20051,6/9/2004,6/4/2004,ACT,05,,BLKO,00730,Walter Oil & Gas Corporation,3056,10000,,,,,94,DOI,N,,,,,
14711,G Platform,WD,  102,G21130,24-inch SSTI,WD,  102,G21130,9/29/2004,10/22/2004,ABN,06,,G/C,01364,Newfield Exploration Company,220,1440,,,,,6763,DOI,,,,,3/23/2009,5/6/2007
14712,Flanged End,WC,  153,G10549,Platform B,WC,  130,G12761,6/23/2004,8/10/2004,COMB,06,G25413,BLKG,02782,Eni US Operating Co. Inc.,46,2160,,RELQ,02361,Eni Petroleum US LLC,0,DOI,,9/24/2005,,,2/10/2009,8/31/2009
14713,A,MU,  726,G20605,"12"" SSTI",MU,  754,G05985,,,CNCL,06,G25414,G/O,02477,"Tarpon Operating & Development, L.L.C.",90,1440,,RELQ,02477,"Tarpon Operating & Development, L.L.C.",22221,DOI,,,,,,
14714,Well #2,SS,  166,G05549,Plat A,SS,  167, 00818,6/14/2004,4/30/1987,ABN,04,,BLKG,02636,Fieldwood Energy SP LLC,57,2160,,,,,14330,DOI,N,2/15/2011,,7/21/2012,2/16/2012,11/3/2011
14715,Platform B,MP,  104,G13960,Platform A,MP,  104,G13960,6/7/2004,7/9/2004,ABN,06,,BLKG,00105,Apache Corporation,46,2220,,,,,6520,DOI,,5/2/2012,,,1/30/2013,5/15/2013
14716,Platform A,EI,   95, 00046,Well No. 19,EI,   95, 00046,7/2/2004,8/2/2004,ABN,03,,LIFT,00105,Apache Corporation,18,2220,,,,,795,DOI,,8/26/2015,,,6/29/2018,8/7/2018
14717,B,SS,  150, 00419,C,SS,  150, 00419,6/24/2004,8/14/2004,ACT,03,,LIFT,02066,"Ridgelake Energy, Inc.",54,1480,,,,,4457,DOI,,,,,,
14718,Well #5,EI,  125, 00051,Plat A,EI,  125, 00051,6/14/2004,,CNCL,04,,BLKO,00105,Apache Corporation,38,2220,,,,,1595,DOI,N,,,,,
14719,Platform A,SS,  110,G34830,8-inch SSTI,SS,  110,G22700,7/30/2004,8/17/2004,OUT,06,G29091,G/C,03247,Talos Energy Offshore LLC,30,1200,,ACT,03247,Talos Energy Offshore LLC,3750,DOI,N,3/30/2016,,,,
14720,UTA 42-USR-01,MC,  822,G14658,SSW #3,MC,  822,G14658,5/28/2004,,ACT,04,,UMB,02481,BP Exploration & Production Inc.,6262,1,,,,,3297,DOI,N,,,,,
14721,platform F,WC,  111, 00082,Platform PE,WC,  110, 00081,7/8/2004,7/29/2004,ACT,06,,BLKG,03295,Fieldwood Energy LLC,43,2220,,,,,6176,DOI,,,,,,
14722,platform DA,SS,  100,G07750,well #1,SS,  101,G23893,8/10/2004,9/8/2004,ABN,02,,LIFT,03041,"Hilcorp Energy GOM, LLC",25,1440,,,,,14207,DOI,N,7/23/2012,,7/28/2013,5/28/2014,6/29/2014
14723,A,EC,  205,G22588,"30"" SSTI",EC,  195,G00958,6/17/2004,7/30/2004,ABN,06,G25415,G/C,02970,"Castex Offshore, Inc.",110,1200,,RELQ,02970,"Castex Offshore, Inc.",19334,DOI,,12/7/2015,,,8/7/2018,9/5/2017
14724,Platform A,WC,  567,G24768,"16"" ssti",WC,  543,G12802,7/22/2004,9/1/2004,ABN,08,G25416,G/C,02466,Gryphon Exploration Company,200,1200,,RELQ,02466,Gryphon Exploration Company,23133,DOI,,9/9/2008,,,6/18/2009,6/25/2009
14725,"""K"" Plat",SS,  181,G04231,"""B-D"" Plat",SS,  181,G04231,7/28/2004,8/28/2004,ACT,04,,BLKG,03151,"Cox Operating, L.L.C.",68,2220,,,,,8372,DOI,,8/13/2015,,9/20/2016,,
14726,"""K"" Plat",SS,  181,G04231,"""B-D"" Plat",SS,  181,G04231,7/28/2004,8/29/2004,ACT,03,,BLKO,03151,"Cox Operating, L.L.C.",65,2220,,,,,8370,DOI,,8/13/2015,,9/20/2016,,
14727,"""B-D"" Plat",SS,  181,G04231,"""K"" Plat",SS,  181,G04231,7/28/2004,8/29/2004,ACT,02,,LIFT,03151,"Cox Operating, L.L.C.",65,1480,,,,,8367,DOI,,8/13/2015,,9/20/2016,,
14728,SS Well No.3,GB,  378,G24488,Platform A,GB,   72,G13363,10/1/2004,11/20/2004,ABN,04-06,G25417,BLKG,02058,"LLOG Exploration Offshore, L.L.C.",2100,2964,,RELQ,02370,"LLOG Exploration & Production Company, L.L.C.",116331,DOI,,7/13/2011,1/12/2012,,2/1/2012,11/18/2012
14729,Platform A,GB,   72,G13363,SS Well No.3,GB,  378,G24488,10/1/2004,,ABN,02,G25417,UMBH,02370,"LLOG Exploration & Production Company, L.L.C.",2100,0,,RELQ,02370,"LLOG Exploration & Production Company, L.L.C.",118543,DOI,,,,,2/1/2012,11/18/2012
14730,A Platform,WD,  143,G04475,"20"" SSTI",WD,  128,G10883,7/8/2004,,ABN,06,G25418,GAS,02289,Shell Pipeline Company LP,370,1440,,RELQ,02289,Shell Pipeline Company LP,31267,DOT,N,,,,4/30/2008,5/30/2008
14731,Platform C,VR,  191,G01134,Platform A,SM,   27,G01187,7/26/2004,10/3/2004,ACT,06,G25419,BLKO,02981,ANKOR E&P Holdings Corporation,98,1480,,ACT,02981,ANKOR E&P Holdings Corporation,20813,DOI,N,,,,,
14732,Platform A,SM,   27,G01187,Platform C,VR,  191,G01134,7/26/2004,10/3/2004,ACT,06,G25420,SPLY,02981,ANKOR E&P Holdings Corporation,98,1480,,ACT,02981,ANKOR E&P Holdings Corporation,20808,DOI,N,,,,,
14733,C,VR,  191,G01134,A,SM,   27,G01187,7/26/2004,10/3/2004,ACT,08,G25421,BLKO,02981,ANKOR E&P Holdings Corporation,98,1480,,ACT,02981,ANKOR E&P Holdings Corporation,20804,DOI,,,,,,
14734,Platform JA,SM,   40,G13607,Platform A,SM,   41,G01192,7/7/2004,8/28/2004,PABN,02,G25422,SPLY,03033,"Black Elk Energy Offshore Operations, LLC",110,1436,,RELQ,03033,"Black Elk Energy Offshore Operations, LLC",4589,DOI,,10/4/2012,,,10/14/2014,
14735,ssw#2,EB,  114,G17227,A,EB,  159,G02646,4/12/2001,,ABN,02,,UMB,00003,Union Oil Company of California,1386,0,,,,,24789,DOI,N,,,,9/14/2005,7/18/2005
14736,Platform B,VR,  241,G22628,"8"" SSTI",VR,  222,,6/28/2004,7/23/2004,ABN,06,G25423,G/C,02899,Talos ERT LLC,121,1253,,RELQ,02899,Talos ERT LLC,20118,DOI,,1/7/2012,,,10/9/2012,4/2/2013
14737,Well No. 11,WC,  110, 00081,4-inch SSTI,WC,  110, 00081,7/8/2004,,CNCL,04,,GAS,02851,"Apache Shelf, Inc.",42,2160,,,,,86,DOI,,,,,,
14738,Well No. 1,SS,  101,G23893,Platform CA,SS,  108, 00814,8/10/2004,9/8/2004,ABN,04,,BLKG,03041,"Hilcorp Energy GOM, LLC",25,1440,,,,,25296,DOI,N,7/23/2012,,7/27/2013,4/22/2014,6/29/2014
14739,Well #2,WD,   32,G01067,"Plat ""A""",WD,   32, 00367,6/23/2004,,CNCL,06,,BLKO,02409,"Maritech Resources, Inc.",70,1440,,,,,9135,DOI,N,,,,,
14740,"Plat ""A""",WD,   32, 00367,Well #2,WD,   32,G01067,6/23/2004,,CNCL,04,,LIFT,02409,"Maritech Resources, Inc.",70,1440,,,,,9142,DOI,N,,,,,
14741,Platform A,SM,  109,G24873,24-inch SSTI,SM,  109,G24873,7/8/2004,6/26/2004,ABN,10,,G/C,03035,Fieldwood Energy Offshore LLC,189,1250,,,,,10719,DOI,,8/27/2011,,,1/10/2013,6/17/2013
14742,"""A"" Plat",HI,  119,G22246,"12"" SSTI",HI,  128,G25578,7/28/2004,8/26/2004,ABN,08,G25424,BLKG,01284,"W & T Offshore, Inc.",51,1300,,RELQ,01284,"W & T Offshore, Inc.",13730,DOI,,6/7/2014,3/7/2015,,3/23/2016,7/25/2016
14743,C,MP,  161,G26151,"16"" SSTI",MP,  161,G26151,11/3/2004,3/6/2005,ABN,06,,GAS,00730,Walter Oil & Gas Corporation,103,1440,,,,,16184,DOI,,12/4/2007,,,7/11/2008,7/19/2008
14744,"Plat ""A""",MP,  288,G01665,"Plat ""A""",VK,  817,G09743,10/12/2004,,CNCL,12,G25425,GAS,01834,Talos Petroleum LLC,700,1441,,RELQ,03065,Talos Resources LLC,30541,DOI,,,,,9/21/2011,
14745,PLATFORM C,HI,A 325,G02416,Platform A,HI,A 325,G02416,12/23/2004,,ABN,06,G25426,BLKG,02237,"Noble Energy, Inc.",220,1440,,RELQ,02237,"Noble Energy, Inc.",9836,DOI,,,,,2/13/2008,12/27/2007
14746,Platform VV,SP,   28, 00353,Platform MM,SP,   27,S01011,8/2/2004,10/24/2004,ACT,10,,BLKG,03368,"Whitney Oil & Gas, LLC",60,1480,,,,,2950,DOI,,3/5/2015,,,2/20/2013,
14747,Flange w/ PSN 14746,SP,   28, 00353,F/S Boundary,SP,   27, 00352,8/2/2004,10/24/2004,ACT,10,,BLKG,03368,"Whitney Oil & Gas, LLC",50,1480,,,,,1677,DOI,,3/5/2015,,,2/20/2013,
14748,LNG Port,WC,  220,,High Water Mark,WC,   11,,,,CNCL,42,,GAS,21572,Pearl Crossing LNG Terminal L.L.C.,,1,,,,,279840,DOT,,,,,,
14749,LNG Port,WC,  220,,High Water Mark,WC,   11,,,,CNCL,42,,GAS,21572,Pearl Crossing LNG Terminal L.L.C.,,1,,,,,,DOT,,,,,,
14750,#5,WC,  237,G02833,A,WC,  237,G02833,8/23/2004,11/12/2004,ABN,04,,BLKG,01819,ATP Oil & Gas Corporation,75,3176,,,,,8315,DOI,,10/5/2009,,,9/27/2010,10/8/2010
14751,A,MP,  207,G22802,"6"" SSTI",MP,  178,G18105,10/12/2004,8/15/2005,COMB,06,G25427,BLKG,02409,"Maritech Resources, Inc.",177,2220,,RELQ,02409,"Maritech Resources, Inc.",0,DOI,N,6/3/2010,2/28/2011,,,
14752,Caisson No.1,EI,  175, 00438,Platform B,EI,  175, 00438,,,CNCL,04,,BLKG,00105,Apache Corporation,87,5000,,,,,6094,DOI,,,,,,
14753,SSW #1,EW,  977,G25081,"""B"" Plat",EI,  371,G05525,10/13/2004,1/4/2005,ABN,04,G25428,BLKG,01284,"W & T Offshore, Inc.",620,4518,,RELQ,01284,"W & T Offshore, Inc.",38903,DOI,,,,,8/24/2010,8/27/2010
14754,"""B"" Plat",EI,  371,G05525,SS #1,EW,  977,G25081,10/13/2004,,ABN,02,G25428,UMBH,01284,"W & T Offshore, Inc.",620,1,,RELQ,01284,"W & T Offshore, Inc.",40223,DOI,,,,,8/24/2010,8/27/2010
14755,SSW #2,VK,  869,G13065,SSMANIFO,VK,  825,G05778,10/27/2004,11/2/1998,ABN,04,,BLKG,02219,Anadarko US Offshore LLC,2400,4800,,,,,18724,DOI,,12/1/2008,,,11/27/2013,12/19/2013
14756,SSW #2,VK,  869,G13065,SSMANIFO PLET,VK,  869,G13065,,,CNCL,04,,BLKG,02219,Anadarko US Offshore LLC,2400,4800,,,,,100,DOI,,,,,,
14757,Nile SUTA,VK,  825,G05778,SSW #2,VK,  869,G13065,10/27/2004,,ABN,03,,UBEH,02219,Anadarko US Offshore LLC,2400,1,,,,,19111,DOI,,,,,12/12/2013,12/19/2013
14758,Nile PLET,VK,  825,G05778,Manifold,VK,  825,G05778,,,CNCL,04,,BLKG,02219,Anadarko US Offshore LLC,1700,4800,,,,,100,DOI,,,,,,
14759,SSW #5,VK,  825,G05778,SSMANIFO PLEM,VK,  825,G05778,10/27/2004,11/2/1998,ABN,04,,BLKO,02219,Anadarko US Offshore LLC,1700,4800,,,,,37,DOI,,12/1/2004,,,12/12/2013,2/20/2014
14760,PLEM,VK,  825,G05778,Manifold,VK,  825,G05778,10/27/2004,11/2/1998,ABN,04,,BLKO,02219,Anadarko US Offshore LLC,1700,4800,,,,,36,DOI,,,,,12/12/2013,8/10/2014
14761,Nile PLET,VK,  825,G05778,PLEM,VK,  825,G05778,10/27/2004,,CNCL,01,G25428,BLKG,01284,"W & T Offshore, Inc.",1700,4800,,RELQ,01284,"W & T Offshore, Inc.",100,DOI,N,,,,8/24/2010,
14762,capped end,WD,  104, 00841,capped end,WD,  104, 00841,7/27/2004,2/10/1966,A/C,12,G01379,OIL,02289,Shell Pipeline Company LP,,1440,,RELQ,02289,Shell Pipeline Company LP,200,DOT,N,,,,1/31/2006,6/22/2004
14763,platform A,MP,   96,G22791,platform A,MP,   95,G23965,8/23/2004,,PROP,04,,BLKG,02219,Anadarko US Offshore LLC,62,4905,,,,,11451,DOI,,,,,,
14764,Platform B,MP,   95,G23965,Platform A,MP,   95,G23965,8/23/2004,,PROP,04,,BLKG,02219,Anadarko US Offshore LLC,64,4905,,,,,12119,DOI,,,,,,
14765,No.3 Caisson,MP,   95,G23965,A Platform,MP,  108,G04832,12/27/2004,6/9/2005,ABN,06,G25429,BLKG,01284,"W & T Offshore, Inc.",76,3705,,RELQ,01284,"W & T Offshore, Inc.",32129,DOI,,11/13/2007,,,8/29/2008,11/2/2008
14766,Well #4,CA,   30,G24002,"Plat ""B""",CA,   29,G05740,,,CNCL,04,G25430,BLKG,02702,Plains Exploration & Production Company (PXP),52,2220,,RELQ,02702,Plains Exploration & Production Company (PXP),12910,DOI,,,,,,
14767,Well No. 8,EC,   71,G13576,C,EC,   71,G13576,8/4/2004,11/30/2004,ABN,04,,BLKG,02594,"East Cameron Partners, LP",56,2220,,,,,8767,DOI,,12/24/2011,,,6/12/2012,9/11/2012
14768,Caisson D (Well # 8),EC,   71,G13576,Platform C,EC,   71,G13576,8/4/2004,11/30/2004,ABN,04,,BLKG,02594,"East Cameron Partners, LP",56,2220,,,,,8776,DOI,,,,,9/28/2010,9/11/2012
14769,Platform A,ST,  308,G21685,"16"" SSTI",EW,  827,,8/20/2004,10/15/2004,ACT,08,G25431,OIL,02227,"Enterprise Field Services, LLC",630,1950,,ACT,01796,"Manta Ray Gathering Company, L.L.C.",19682,DOT,,,,,,
14770,No.4 Caisson,EC,   72, 00184,C Platform,EC,   71,G13576,7/27/2004,11/30/2004,OUT,04,,BLKG,02594,"East Cameron Partners, LP",55,2212,,,,,6268,DOI,,5/1/2013,,10/29/2019,,
14771,#4,EC,   72, 00184,C,EC,   71,G13576,7/27/2004,,CNCL,04,,BLKG,02594,"East Cameron Partners, LP",55,2220,,,,,6260,DOI,,,,,,
14772,"Plat ""A""",SS,  193,G13917,"Plat ""B""",SS,  182,G03998,7/1/2004,2/12/1994,COMB,06,G25432,GAS,00105,Apache Corporation,85,2220,,RELQ,00105,Apache Corporation,0,DOI,,,,,8/9/2004,
14773,A,ST,  229,G13938,"12"" SSTI",ST,  230,UNLEASE,9/13/2004,,CNCL,06,G25433,OIL,01284,"W & T Offshore, Inc.",247,1800,,RELQ,01284,"W & T Offshore, Inc.",12624,DOI,,,,,,
14774,C Well,HI,  161, 00744,B Platform,HI,  161, 00744,,,CNCL,08,G25436,BLKG,02169,Mariner Gulf of Mexico LLC,52,2628,,RELQ,02169,Mariner Gulf of Mexico LLC,2691,DOI,,,,,,
14775,#5,EC,   72, 00184,C,EC,   71,G13576,7/27/2004,,CNCL,04,,BLKG,02594,"East Cameron Partners, LP",55,2220,,,,,12007,DOI,,,,,,
14776,#5,EC,   72, 00184,C,EC,   71,G13576,7/27/2004,,CNCL,04,,BLKG,02594,"East Cameron Partners, LP",55,2220,,,,,12007,DOI,,,,,,
14777,A,WC,  383,G22546,A,WC,  405,G25907,7/22/2004,,ABN,06,G25434,BLKG,02899,Talos ERT LLC,92,2220,,RELQ,02899,Talos ERT LLC,37362,DOI,,8/4/2008,,8/16/2009,1/13/2010,4/26/2010
14778,"Plat ""A""",EI,   29,G23854,"14"" SSTI",EI,   43,G17958,8/20/2004,10/8/2004,ABN,08,G25435,BLKG,01284,"W & T Offshore, Inc.",17,1200,,RELQ,01284,"W & T Offshore, Inc.",28929,DOI,,,,,6/9/2009,7/25/2009
14779,PLET P2,GC,  518,G21801,Platform A,GC,  608,G18402,11/3/2004,1/15/2006,OUT,06-07,G25437,BLKO,02219,Anadarko US Offshore LLC,4237,9545,,ACT,02219,Anadarko US Offshore LLC,37942,DOI,Y,5/6/2018,10/19/2019,,,
14780,PLET P2,GC,  518,G21801,Platform A,GC,  608,G18402,11/3/2004,,OUT,12,G25437,CSNG,02219,Anadarko US Offshore LLC,4237,1,,ACT,02219,Anadarko US Offshore LLC,35800,DOI,Y,5/6/2018,10/19/2019,,,
14781,Platform A,GC,  608,G18402,UTA Manifold,GC,  518,G21801,11/3/2004,,ACT,04,G25437,UBEH,00981,Anadarko Petroleum Corporation,4237,1,,ACT,02219,Anadarko US Offshore LLC,46545,DOI,,,,,,
14782,Production Manifold,GC,  518,G21801,Platform A,GC,  608,G18402,11/3/2004,1/15/2006,ACT,06-07,G25438,BLKO,02219,Anadarko US Offshore LLC,4237,9545,,ACT,02219,Anadarko US Offshore LLC,37303,DOI,Y,,,,,
14783,PLET P1,GC,  518,G21801,platform A,GC,  608,G18402,11/3/2004,,ACT,12,G25438,CSNG,02219,Anadarko US Offshore LLC,4237,1,,ACT,02219,Anadarko US Offshore LLC,35469,DOI,Y,,,,,
14784,#19,HI,  129,G01848,CPF,HI,  129,G01848,9/13/2004,12/11/2004,ABN,04,G25439,BLKG,01978,"Helis Oil & Gas Company, L.L.C.",50,5057,,RELQ,01978,"Helis Oil & Gas Company, L.L.C.",4470,DOI,,7/4/2011,,,6/22/2012,7/24/2012
14785,Platform CPF,HI,  129,G01848,Well No. 19,HI,  129,G01848,9/23/2004,12/11/2004,ABN,02,G25440,AIR,01978,"Helis Oil & Gas Company, L.L.C.",50,1480,,RELQ,01978,"Helis Oil & Gas Company, L.L.C.",4465,DOI,,7/4/2011,,,6/22/2012,7/24/2012
14786,Flange,WD,   18,G05669,F/S,WD,   18,G05669,1/24/2005,6/25/1985,ABN,16,G25441,GAS,02667,"Bastian Bay Pipeline, LP",48,1440,,RELQ,02667,"Bastian Bay Pipeline, LP",1797,DOI,,,,,1/17/2007,10/1/2005
14787,Cais #1,VR,   89,G22615,"Plat ""B""",VR,  129,G17898,8/25/2004,9/20/2004,ABN,04,G25442,BLKG,01963,"Apex Oil & Gas, Inc.",65,2220,,RELQ,01963,"Apex Oil & Gas, Inc.",52041,DOI,,9/21/2005,6/30/2006,6/6/2006,8/29/2006,11/29/2007
14788,Platform B,ST,   41,G24954,30-inch SSTI,ST,   41,G24954,10/5/2004,12/19/2004,ACT,12,,G/C,02375,"Energy XXI GOM, LLC",68,1850,,,,,6260,DOI,N,,,,,
14789,SSW #3,EC,  379,G12856,A,EC,  359,G02567,9/28/2004,5/29/2005,ABN,04,G25443,BLKG,02266,"EPL Oil & Gas, LLC",438,8368,,RELQ,02266,"EPL Oil & Gas, LLC",36604,DOI,,,,,7/8/2009,10/4/2011
14790,A,EC,  359,G02567,UTA,EC,  378,G12856,9/28/2004,,ABN,02,G25443,UBEH,02266,"EPL Oil & Gas, LLC",438,1,,RELQ,02266,"EPL Oil & Gas, LLC",37738,DOI,,,,,7/8/2009,10/4/2011
14791,well #28,WC,  102, 00247,platform G,WC,  102, 00247,9/7/2004,10/5/2004,ABN,06,G25444,BLKG,03008,"Tengasco, Inc.",45,1440,,RELQ,03008,"Tengasco, Inc.",1237,DOI,N,2/9/2007,,7/29/2008,5/9/2013,10/29/2015
