ROW Number,MMS Company Number,Company Name,ROW Effective Date,Termination Date,ROW Status Code,WCD Volume,ROW Description
G28225,02409,"Maritech Resources, Inc.",10/17/2006,4/12/2010,RELQ,3,"One 2-3/8-inch gas lift pipeline 0.72 miles in length from Platform A to Well No. 7, all located in East Cameron Area Block 328."
G28226,00222,XTO Offshore Inc.,1/11/2007,3/30/2010,RELQ,165,"An existing 8 5/8-inch pipeline 11.9 miles in length to transport bulk gas from Platform A in Brazos Area Block 415, through Brazos Area Blocks 432, 431, 430, 459 and Galveston Area Blocks 460,  to a 20-Inch subsea tie-in located in Galveston Area Block 465."
G28227,01586,Petsec Energy Inc.,12/14/2006,10/15/2010,RELQ,310,A 6-inch pipeline 1.60 miles in length to transport gas and oil from Main Pass Area Block 20 Platform B to a 24-inch subsea tie-in (SN 14224) in Breton Sound Area Block 25.
G28228,03217,"Northstar Offshore Group, LLC",9/30/2008,2/2/2015,EXP,,"Pipeline Right-of-way (ROW) OCS-G28228 is a 200-foot wide and approximately 2.48 miles (13,109 feet) long corridor associated with the 6-inch Pipeline Segment No. (PSN) 15875. The purpose of the pipeline ROW OCS-G28228 is to maintain and operate PSN 15875 and to transport bulk gas originating at Caisson #1 in Block 36, terminating at Platform A-Aux in Block 39, all in the West Delta Area."
G28229,01796,"Manta Ray Gathering Company, L.L.C.",10/6/2009,,ACT,1122,"A 20-inch bi-directional pipeline, 82.11 miles in length, to transport oil from Platform A in Green Canyon Area Block 653, through Green Canyon Area Blocks 697, 696, 652, 651, 608, 609, 565, 566, 522, 521, 477, 476, 432, 431, 387, 386, 342, 341, 297, 253, 252, 208, 164, 163, 119, 118, 74, 30, 29 and 28, through Ewing Bank Area Blocks 998, 997, 953, 952, 951 and 907, through South Timbelier Area, South Addition Blocks 317 and 316, through Ship Shoal Area South Addition Block 355, to Platform B in Block 332, Ship Shoal Area, South Addition.
Requests a departure from 30 CFR 250.1003(a)(3) to install the pipeline with a minimum separation of 12 inches at pipeline crossings in lieu of 18 inches and requests to determine the internal design pressure considering the effects of external hydrostatic pressure in lieu of using the standard formula as outlined in 30 CFR 250.1002(a)."
G28230,03141,"Enbridge Offshore Facilities, LLC",2/3/2016,,ACT,265,"Pipeline Right-of-way (ROW) OCS-G 28230 is a 200-foot wide and approximately 27.46 miles (144,986-feet) long corridor associated with the bi-directional 12-inch Pipeline Segment No. (PSN) 15881. The purpose of pipeline ROW OCS-G 28230 is to maintain and operate PSN 15881 and to transport Gas from Neptune (TLP) in Block 613 through Blocks 569, 568, 612, 611, 655, 654, 698, 697, 696, 695, and 694 to the P3 Bulkhead in Block 650, all located in Green Canyon Area."
G28231,01284,"W & T Offshore, Inc.",1/25/2007,1/27/2015,RELQ,500,"Pipeline Right-of-way (ROW) OCS-G28231 is a 200-foot wide and approximately 2.93 miles (15,458 feet) long corridor associated with the 6-inch Pipeline Segment No. 15882.The purpose of pipeline ROW OCS-G 28231 is to maintain and operate PSN 15882 and to transport bulk gas originating at Block 867 Platform BB terminating at Block 823 Platform A, all located in Mobile Area."
G28232,01284,"W & T Offshore, Inc.",2/16/2007,,ACT,500,"Pipeline Right-of-way (ROW) OCS-G 28232 is a 200-foot wide and approximately 6.97 miles (36,883 feet) long corridor associated with the 4-6-inch Pipeline Segment No. 15885 and the 3-inch umbilical PSN 15886.  The purpose of pipeline ROW OCS-G 28232 is to maintain and operate PSN 15885 and to transport bulk oil originating at Subsea Well No. 1 in Ewing Bank Area Block 989, through a jumper and PLET in Ewing Bank Block 989, through Ewing Bank Area Blocks 988 and 944, through Blocks 368 and 359 in Ship Shoal Area, South Addition, terminating at Platform A in Block 349 in Ship Shoal Area, South Addition. The associated umbilical is 5.74 miles ( feet) long originating at Platform A in Block 349 in Ship Shoal Area, South Addition, through Blocks 359 and 358 in Ship Shoal Area, South Addition, through Ewing Bank Area Blocks 944 and 988, terminating at Subsea Well No. 1 in Ewing Bank Area Block 989."
G28233,00078,Chevron U.S.A. Inc.,9/18/2011,9/18/2011,CNCL,,"One 8 5/8-inch bidirectional pipeline 4.80 miles in length to transport gas from Block 181 B to Block 182 C, all located in Ship Shoal Area."
G28234,00078,Chevron U.S.A. Inc.,9/18/2011,9/18/2011,EXP,,"One 4 1/2-inch bidirectional pipeline 4.80 miles in length to transport oil from Block 181 B to Block 182 C, all located in Ship Shoal Area."
G28235,03141,"Enbridge Offshore Facilities, LLC",1/30/2007,,ACT,9304,"Pipeline Right-of-way (ROW) OCS-G 28235 is a 200-foot wide and approximately 25.10 miles (132,529-feet) long corridor associated with the bi-directional 20-inch Pipeline Segment No. (PSN) 15895. The purpose of pipeline ROW OCS-G 28235 is to maintain and operate PSN 15895 and to transport Oil from Neptune (TLP) in Block 613 through Blocks 612, 611, 655, 654, 698, 697, 696, 695, and 694 to the P7 Bulkhead in Block 650, all located in Green Canyon Area."
G28236,00818,"Mariner Energy, Inc.",2/21/2007,4/28/2010,RELQ,,"A 2 3/4-inch pipeline with associated umbilical (Segment number 15902) 1.77 miles in length to transport bulk gas from Block 288 Subsea Well No. 1 to Block 308 Tarantula platform, all located in South Timbalier Area."
G28237,00730,Walter Oil & Gas Corporation,1/26/2007,2/29/2016,EXP,3,"A 200-feet wide right-of-way to one 4-1/2-inch pipeline, 10.38 miles in length, to transport bulk gas from Subsea Well No. 1 in Mississippi Canyon Area Block 161, through Mississippi Canyon Area Blocks 117, 116, 72, 28 and 27, to Platform A-Pompano in Viosca Knoll Area Block 989.

One 2.279-inch associated umbilical, 10.38 miles in length, from Platform A-Pompano in Viosca Knoll Area Block 989, through Mississippi Canyon Area Blocks 27, 28, 72, 116 and 117, to Subsea Well No. 1 in Mississippi Canyon Area Block 161. 

"
G28238,03065,Talos Resources LLC,7/31/2008,9/10/2012,RELQ,,"One 4-inch pipeline 4.26 miles in length to transport gas and condensate from Platform A in Eugene Island Area, Block 166, through Ship Shoal Area Block 104 to Platform A in Ship Shoal Area, Block 105."
G28239,03295,Fieldwood Energy LLC,1/25/2007,,ACT,,"A 200-foot wide right-of-way to operate and maintain an existing 4-inch pipeline 4.49 miles in length to transport bulk oil from Platform G in Block 173, through Block 174, to Platform C in Block 175, all located in the Eugene Island Area."
G28240,00105,Apache Corporation,2/4/2008,8/7/2012,RELQ,,"A pipeline Right-of-way 200-feet in width to maintain and operate a 8 5/8-inch pipeline, 1.68 miles in length, to transport bulk gas from Platform C in High Island Area Block 176 to Platform A in High Island Area Block 176."
G28241,02025,"EP Energy E&P Company, L.P.",2/27/2007,2/26/2012,EXP,63,"One 8 5/8-inch pipeline 2.5 miles in length to transport gas and condensate from the ""B"" Platform in Block 132 to the ""A"" Platform in Block 149, all located in the West Cameron Area."
G28242,01978,"Helis Oil & Gas Company, L.L.C.",1/5/2007,1/25/2015,EXP,,"One 4 1/2-inch pipeline 3.08 miles in length to transport bulk gas from Block 48, Well No. 1 to Block 47, ""A"" platform, all located in Eugene Island Area."
G28243,00689,Shell Offshore Inc.,12/7/2006,12/7/2006,CNCL,,
G28244,02169,Mariner Gulf of Mexico LLC,1/22/2007,5/23/2007,RELQ,292,"One 8 5/8-inch pipeline, 4.94 miles in length, to transport bulk gas from Caisson No. 2 in Block 130, High Island Area, East Addition, through Block 166, High Island Area, East Addition, to Platform B in Block 167, High Island Area, East Addition."
G28245,02010,BHP Billiton Petroleum (GOM) Inc.,8/8/2006,8/8/2006,CNCL,,
G28246,02409,"Maritech Resources, Inc.",9/14/2007,5/24/2011,EXP,564,"One 3-1/2-inch right-of-way pipeline 13.08 miles long to transport condensate from Block 175 ""A"" through 176, 177, 178, 179, 182 and 181 Flange point, all located in Main Pass Area."
G28247,02312,McMoRan Oil & Gas LLC,2/8/2007,6/22/2017,RELQ,,"A 04-08-inch pipeline, 7.87 mile long, to transport gas from Platform A in Block A-474 through Blocks A-489, A-490, and A-499 to 30-inch SSTI with Segment No. 4592 in Block A-498 and supply gas from a SSTI point between Segment No. 15926 and Segment 15925 in Block A-489 to Platform A in Block A-474, all in High Island Area."
G28248,01324,B T Operating Co.,8/2/2007,8/2/2007,CNCL,,"A 4 1/2-inch pipeline 2.53 miles in length to transport bulk gas from Block 294 ""B"" to Block 307 ""A"", all located in Eugene Island Area."
G28249,01324,B T Operating Co.,8/2/2007,8/2/2007,CNCL,,"A 3 1/2-inch pipeline 2.53 miles in length to transport bulk gas from Block 294 ""B"" to Block 307 ""A"", all located in Eugene Island Area."
G28250,02361,Eni Petroleum US LLC,1/19/2007,10/19/2015,RELQ,81,"One 6-5/8-inch pipeline 6.34 miles in length to transport bulk gas from Block 138 Well No. 1 through Block 117 to Block 118 ""R"", all located in Ship Shoal Area."
G28251,00078,Chevron U.S.A. Inc.,8/16/2007,12/19/2014,RELQ,,"One 7 5/8-inch bi-directional pipeline (A1 East) 3.95 miles in length to transport bulk oil originating at the accessory manifold located in Block 696, including the accessory PLET/pile and it's associated jumper, through Blocks 695 and 651, and terminating at Platform A (Blind Faith Floating Production Facility) located in Block 650 all in the Mississippi Canyon Area. 

"
G28252,02375,"Energy XXI GOM, LLC",1/22/2007,,ACT,,"A 200-foot wide right-of-way to operate and maintain a 4 1/2-inch pipeline, 1.06 miles in length to transport bulk gas from Well No. 4 in Block 54 to Platform E in Block 55, all of which is located in South Timbalier Area."
G28253,02899,Talos ERT LLC,9/29/2008,12/16/2009,RELQ,,"One 4 1/2-inch pipeline, 4.97 miles in length, to transport bulk gas from Platform C in Block 342, West Cameron Area, West Addition, through Blocks 335 and 334 in West Cameron Area, West Addition, to Platform A in Block 328, West Cameron Area, West Addition."
G28254,02521,"Williams Oil Gathering, L.L.C.",5/19/2012,,ACT,,"Pipeline Right-of-way (ROW) OCS-G28254 is a 200-foot wide and approximately 36.98 miles (195,238 feet) long corridor associated with the 14-18-inch Pipeline Segment No. (PSN) 15948. The purpose of the pipeline ROW-G28254 is to maintain and operate PSN 15948 and to transport oil originating at Platform A in Block 650, through Blocks 606, 605, 649, 648, 692, 691, 690, 689, 688, 732, 731, 730, and 729, terminating at an 18-inch SSTI in Block 728, all located in the Mississippi Canyon Area."
G28255,02385,Williams Field Services - Gulf Coast Company LLC,5/19/2012,,ACT,,"Pipeline Right-of-way (ROW) OCS-G28255 is a 200-foot wide and approximately 37.45 miles (197,720 feet) long corridor associated with the 14-18-inch Pipeline Segment No. (PSN) 15949. The purpose of the pipeline ROW OCS-G28255 is to maintain and operate PSN 15949 and to transport gas originating at Platform A (Blind Faith) in Block 650, through Blocks 606, 605, 649, 648, 692, 691, 690, 689, 688, 732, 731, 730, 729 and 728, terminating at an 18-inch SSTI in Block 728, all located in the Mississippi Canyon Area."
G28256,00011,"Transcontinental Gas Pipe Line Company, LLC",5/19/2008,11/9/2009,RELQ,,
G28257,02312,McMoRan Oil & Gas LLC,3/1/2007,4/30/2012,EXP,251,"A 4 1/2-inch pipeline with associated umbilical 1.96 miles in length to transport bulk gas from Block 593 Well No. 5 to ""A"" platform, all located in West Cameron Area."
G28258,00276,Exxon Mobil Corporation,12/7/2006,5/15/2018,RELQ,,"An existing 10-inch pipeline 81,729 feet in length to transport gas from Mississippi Canyon Area Block 280, ""A"" Platform, through Mississippi Canyon Area Blocks 279,278, 277, and South Pass Area Block 92, to South Pass Area Block 93, ""A"" Platform."
G28259,00003,Union Oil Company of California,,,CNCL,,
G28260,03295,Fieldwood Energy LLC,6/26/2007,,ACT,,"Pipeline Right-of-way (ROW) OCS-G 28260 is a 200-foot wide and approximately 2.85 miles (15,035 feet) long corridor associated with the 4-inch Pipeline Segment No. (PSN) 15960. The purpose of the Pipeline ROW OCS-G 28260 is to maintain and operate PSN 15960 and to transport oil from Platform A in Block 90 through Blocks 91, 74 and terminating at a 12-inch SSTI in Block 73 all located in West Delta Area.


A pipeline right-of-way two-hundred feet in width to operate and maintain a 4-inch pipeline (previous Pipeline Segment Number 6123) to be recommissioned as a Right-of Way pipeline, 2.85 miles in length, to transport oil from Platform A in West Delta Area Block 90 to a 12-inch subsea tie-in in West Delta Area Block 73."
G28261,00207,"Sea Robin Pipeline Company, LLC",1/11/1979,,ACT,,"A 200-foot wide right-of-way to operate and maintain a 22-inch pipeline, 31.79 miles in length, to transport gas from Platform A in Block 268, South Marsh Island Area, North Addition, through Eugene Island Area Blocks 91, 71, 72, 73, 74, 65, 64, 63, 62, 55, 56, 39, 38, to the Federal/State boundary in Eugene Island Area Block 35. 
"
G28262,02899,Talos ERT LLC,7/14/2009,11/9/2011,RELQ,,"One 4 1/2-inch pipeline, 5.95 miles in length, to transport bulk gas from Platform C in Vermilion Area Block 162, through Vermilion Area Block 181, to Platform JA in Vermilion Area Block 182."
G28263,02312,McMoRan Oil & Gas LLC,4/30/2008,3/28/2013,RELQ,3,"A 6-inch pipeline 9.41 miles in length to transport gas and condensate from Block 782 A Platform through Blocks 764, 763, and 757 to a 24-inch subsea tie-in in Block 758, all located in Mustang Island Area."
G28264,03481,"Cantium, LLC",7/31/2007,,ACT,,A 200 foot wide right of way to operate and maintain a 6-inch pipeline 2.42 miles in length to transport bulk oil from Main Pass Area Block 30 A Platform through Breton Sound Area Block 41 to Breton Sound Area Block 56 BD Platform.
G28265,02466,Gryphon Exploration Company,4/2/2007,10/15/2009,RELQ,,"A 8-inch pipeline 13.40 miles in length to transport gas/condensate from Block 804 Well No. 1 through Blocks 769, 777, 778, 779, 789, 788, and 804 to a 12-inch subsea tie-in in Block 769, all located in Mustang Islang Area."
G28266,03065,Talos Resources LLC,5/17/2007,8/1/2012,RELQ,266,"One 8 5/8-inch pipeline, 4.23 miles in length, to transport gas and condensate as the primary product and gas as an alternate product from Platform A-Aux in East Cameron Area Block 64, through West Cameron Area Block 176, to a 30-inch subsea tie-in in West Cameron Area Block 177."
G28267,00105,Apache Corporation,5/22/2007,9/17/2010,RELQ,,"A pipeline Right-of-way 200-feet in width to maintain and operate a 4-1/2-inch pipeline, 5.050 miles in length, to transport bulk gas from Well No. 1 in Block 196 to Platform A in Block 176, all located in High Island Area."
G28268,00730,Walter Oil & Gas Corporation,5/9/2008,,ACT,30,"One 8 5/8-inch pipeline 2.53 miles in length to transport gas and condensate from the federal/state boundary in Block 22 to a subsea tie-in in Block 21, all in the High Island Area."
G28269,01586,Petsec Energy Inc.,5/3/2007,11/26/2013,RELQ,,One 6 5/8-inch Right-of-Way pipeline 2.79 miles in length to transport gas from Chandeleur Area Block 31 A Platform through Chandeleur Area Block 30 to a 12-inch subsea tie-in in Main Pass Area Block 89.
G28270,02647,Murphy Exploration & Production Company - USA,6/19/2008,6/11/2015,EXP,,"Project Name: Thunder Hawk (South Pipeline)
Pipeline Right-of-way (ROW) OCS-G28270 is a 200-foot wide and approximately 3.91 miles (20,622ft) long corridor. The purpose of pipeline ROW OCS-G28270 is to maintain and operate the following:

Pipeline Segment No. 16029
An 8-inch pipeline, 3.91 miles (20,662ft) in length, to transport bulk oil from PLET 1 (South), at X=1,167,920.78 and Y=10,251,328.63, in Block 734, through Block 735, to the Thunder Hawk Floating Production Platform (Platform A) located in Block 736, all located in Mississippi Canyon Area. 

Pipeline Segment No. 16030
A 6-inch umbilical, 6.26 miles (33,030ft) in length, originating at the Thunder Hawk Floating Production Platform (Platform A) located in Block 736, through 735, and terminating at PLET 1 (South), at X=1,167,920.78 and Y=10,251,328.63, in Block 734, all located in Mississippi Canyon Area.  
"
