SN_EOR_FK,SN_EOR_WELL_COMP,INTERVAL,COMP_LEASE_NUMBER,COMP_AREA_CODE,COMP_BLOCK_NUMBER,COMP_STATUS_CD
-115483,-15094,S1,G08461,MP,   59,POW
-115618,-15096,S1,G02721,HI,A 595,POW
-126567,-18098,D5,G16216,WC,  610,PGW
-127187,-18100,S1,G01088,WD,   89,OSI
-126763,-18116,S1,G19931,MC,  243,POW
-127188,-18119,S1,G01373,BS,   56,PGW
-126743,-18126,S1,G04065,MI,  669,PGW
-126228,-18134,S2, 00033,GI,   19,PGW
-126772,-18246,S1,G01084,WD,   74,POW
-127211,-18305,S1,G05431,VR,  252,PGW
-127556,-18282,D4,G16549,VK,  822,PGW
-127319,-18284,S1,G32265,MP,  308,POW
-127390,-18309,S4, 00605,ST,   86,PGW
-108957,-12012,S1, 00526,WC,   68,PGW
-108495,-12015,S1,G15441,VK,  917,POW
-109357,-12018,S2,G04903,MP,   30,WIW
-108129,-12019,S1,G05479,EI,   28,POW
-108593,-12026,S2,G27194,MP,   18,PGW
-109165,-12036,S2,G22587,EC,  194,PGW
-109772,-12575,S1, 00830,SS,  229,PGW
-110178,-12576,D1, 00049,EI,  119,PGW
-110178,-12579,D2, 00049,EI,  119,POW
-107465,-12584,S2,G03088,MI,  623,GSI
-110256,-12601,S2,G20083,GC,  646,POW
-110466,-12607,S2,G02300,SM,  234,PGW
-110035,-12610,S3, 00180,WD,   68,POW
-110402,-12613,S3,G05393,EC,  318,GLO
-109879,-12614,S3,G01294,SP,   62,POW
-109629,-12619,S1, 00129,GI,   41,PGW
-110120,-12626,S2,G24926,SS,  120,PGW
-90677,-12627,S3,G01608,SP,   60,POW
-91081,-12630,S3,G01449,WD,   79,POW
-99840,-12632,S3,G02137,SP,   60,POW
-107163,-12634,S3,G02137,SP,   60,PGW
-110628,-12998,S1,G02955,MP,  236,GSI
-110673,-13000,D3,G04832,MP,  108,PGW
-111052,-13002,S1,G12088,MP,  123,PGW
-110757,-13022,S1, 00166,ST,   23,POW
-111056,-13029,S1,G00989,EI,  276,POW
-111417,-13035,S1,G21536,WC,  112,PGW
-110388,-13033,S3, 00461,ST,  134,POW
-110727,-13034,S1,G02705,HI,A 547,PGW
-111273,-13037,S4,G02625,ST,   37,PGW
-110851,-13047,S1,G02735,HI,A 309,GSI
-94666,-9721,S4,G24975,PL,   14,PGW
-98576,-10539,S2,G14586,MP,  277,GSI
-97891,-10540,S3,G19996,MC,  773,POW
-104175,-10554,S1,G19028,EB,  599,POW
-100161,-10590,S1,G21807,GC,  606,OSI
-78943,-10600,S1,G27973,MO,  830,GSI
-99798,-10601,S2,G08467,MP,  315,PGW
-90158,-10650,S1,G02445,VK,  900,WIW
-103827,-10654,S2,G05687,SP,   86,OSI
-106044,-10721,S1,G01187,SM,   27,POW
-97834,-10957,S1,G02445,VK,  900,PGW
-106204,-10959,S1,G01372,BS,   55,PGW
-106281,-10965,S2,G04064,MU,  739,PGW
-106453,-10973,S1,G02580,VR,  380,POW
-106672,-10978,S1,G24767,WC,  564,GSI
-106554,-10981,S2,G21652,SS,   98,PGW
-89335,-11406,S2,G25041,CA,    3,PGW
-108939,-12043,S3,G02625,ST,   37,PGW
-106810,-12068,S3,G02940,SP,   77,POW
-88853,-10642,D1,G04832,MP,  108,PGW
-102327,-10643,S1,G01187,SM,   27,POW
-110236,-12641,S3,G02082,VR,  268,GLO
-108915,-12649,S1,G14205,EB,  602,GSI
-109941,-12668,D3,G13672,VK,  734,PGW
-114444,-14648,S1,G03088,MI,  623,PGW
-110608,-12691,S1,G05051,SP,   75,GSI
-110235,-12693,D3, 00133,GI,   47,POW
-110237,-12695,D4,G04002,GI,   33,PGW
-110396,-12705,S4,G02037,EC,  222,PGW
-109781,-12707,S1,G11043,GC,  244,OSI
-110514,-12708,S2,G01960,ST,  148,PGW
-110517,-12710,S1,G14205,EB,  602,POW
-110729,-12711,S1,G14205,EB,  602,POW
-110308,-12712,S1,G02955,MP,  236,OSI
-110143,-12713,S1,G01634,MP,  144,POW
-109731,-12715,S3,G00983,EI,  252,PGW
-109782,-12498,S1, 00375,MP,   42,PGW
-110221,-12509,S2,G07619,WC,  401,PGW
-110682,-12740,T8,G02104,EI,  295,PGW
-110288,-12742,S3, 00577,EI,  208,PGW
-111058,-13050,S1,G16493,MP,   61,POW
-110311,-13051,S1,G04232,SS,  189,GSI
-111426,-13052,S1,G00989,EI,  276,POW
-111060,-13054,S2,G04109,SM,   99,PGW
-111295,-13055,S1, 00046,EI,   95,PGW
-111070,-13056,D3,G04940,GC,   18,POW
-111150,-13063,S5, 00559,VR,   67,PGW
-110622,-13065,S2,G07995,GC,  158,POW
-111085,-13067,S2,G02404,HI,A 283,PGW
-111088,-13069,S3,G05504,EI,  224,PGW
-111184,-13072,S1, 00254,WC,  150,GSI
-109393,-13073,S1,G02638,MC,  194,PGW
-111233,-13084,S4,G03068,MU,A 111,PGW
-104172,-10726,S2,G14340,WC,  522,PGW
-104755,-10733,S6,G10147,MU,  782,GSI
-105732,-10757,S2,G21592,VR,   71,PGW
-96331,-10775,D1,G04832,MP,  108,PGW
-106301,-10808,S2,G20725,EB,  646,PGW
-105979,-10899,S1,G02754,HI,A 376,POW
-106582,-10902,D3, 00374,MP,   41,OSI
-101730,-10908,S1,G13850,WC,  552,PGW
-106092,-10913,S4, 00297,VR,   26,PGW
-106040,-10920,S1,G24767,WC,  564,GSI
-93473,-10926,S2,G10910,MP,  281,POW
-106347,-10936,D4, 00081,WC,  110,GSI
-98193,-10941,S1,G01449,WD,   79,POW
-106393,-10948,S3,G24710,WC,   95,GSI
-105474,-10767,D3, 00263,ST,   21,OSI
-100666,-10777,S1,G20084,GC,  653,OSI
-105899,-10805,D2,G09010,BA,  375,PGW
-107220,-11356,S2,G01848,HI,  129,PGW
-106556,-11359,S2,G16647,MC,  772,POW
-107498,-11362,S3,G02433,HI,A 368,GSI
-106795,-11382,S1,G22762,ST,  316,PGW
-107816,-11479,S5,G07917,EW,  306,PGW
-107958,-11483,S3, 00577,EI,  208,POW
-107775,-11487,S1,G16493,MP,   61,POW
-105254,-11541,S6, 00374,MP,   41,POW
-108262,-11565,S2, 00831,SS,  230,PGW
-106207,-11141,S3,G21695,SP,   38,PGW
-105136,-11176,D1,G31435,MP,  107,PGW
-105136,-11177,D2,G31435,MP,  107,PGW
-108524,-11907,S4,G24955,ST,   46,PGW
-109348,-12161,S3,G25540,GA,  321,PGW
-109589,-12167,S6,G14103,MU,  759,PGW
-109866,-12358,D2, 00196,EI,   32,PGW
-95290,-10052,S1,G09868,MC,  778,OSI
-96873,-10066,D3,G02076,VR,  214,POW
-97816,-10069,S2,G02416,HI,A 325,PGW
-101551,-10367,S1,G03331,EI,  251,PGW
-102329,-10388,S2,G01134,VR,  191,PGW
-102405,-10390,S2,G01134,VR,  191,PGW
-100829,-10418,S1,G22772,WD,   38,PGW
-104092,-10423,D6,G03733,MI,  703,GSI
-92631,-9892,S1,G11081,GC,  645,POW
-95390,-9934,S3,G01248,ST,  161,PGW
-96876,-10061,S7,G01238,PL,   23,PGW
-95060,-10074,S2,G15793,HI,A 415,PGW
-103744,-10574,S4,G03417,MP,   72,PGW
-106351,-10809,S1,G24767,WC,  564,GSI
-105851,-10952,S1,G01449,WD,   80,POW
-98076,-10953,S1,G13662,MP,  283,POW
-106000,-11026,S2,G17407,GB,  668,POW
-104873,-11062,S1,G21778,MC,  734,POW
-105895,-11068,S3,G00983,EI,  252,POW
-106081,-11071,S7, 00820,SS,  169,PGW
-106098,-11096,S1, 00019,ST,   54,PGW
-106971,-11133,S3,G04065,MI,  669,PGW
-105999,-11117,S2,G02925,PL,   10,OSI
-106249,-10793,S2, 00297,VR,   26,PGW
-108703,-11808,S1,G26168,MP,  279,PGW
-108742,-12073,S2,G05825,MC,  109,POW
-108539,-12116,S1, 00386,ST,   23,PGW
-109448,-12080,S1,G11043,GC,  244,OSI
-108290,-12086,S2,G19799,EI,  364,PGW
-108674,-12090,S1,G15312,SS,  354,PGW
-108607,-12092,D3,G02429,HI,A 351,PGW
-108813,-12096,S1,G00989,EI,  276,POW
-108131,-12099,S1,G19997,MC,  775,POW
-108654,-12111,S1,G24791,EC,   36,GSI
-109495,-12115,S2,G05909,GC,  161,POW
-108794,-12118,S4,G21703,MP,   99,PGW
-108931,-12127,S4,G13912,SS,   99,PGW
-105554,-10764,S1,G06886,VK,  783,PGW
-96331,-10776,D2,G04832,MP,  108,PGW
-105821,-10826,S2,G05064,MO,  864,PGW
-105775,-10856,S2,G22702,SS,  135,PGW
-104212,-10865,S1,G02580,VR,  380,GSI
-106345,-10914,S2,G27228,MO,  994,PGW
-105980,-10940,S2,G12761,WC,  130,PGW
-106839,-11139,S1,G01205,SM,   73,POW
-96514,-10113,S1,G16325,SM,  150,PGW
-100261,-10115,S1,G16325,SM,  150,PGW
-97913,-9980,S1,G09191,EB,  688,PGW
-96532,-9989,S3,G02721,HI,A 595,PGW
-96495,-10105,S2,G04486,MP,  301,PGW
-97654,-10127,S1,G22582,EC,  121,PGW
-94600,-9725,S2,G06767,ST,  143,PGW
-96111,-9731,D1,G31435,MP,  107,PGW
-96111,-9732,D2,G31435,MP,  107,PGW
-90317,-9748,S2,G04909,MP,   64,PGW
-90076,-9751,S3,G01084,WD,   74,GLO
-94101,-9758,S1,G01153,VR,  256,GSI
-90537,-9869,S1,G18208,MC,  265,PGW
-96914,-9870,S1, 00374,MP,   41,PGW
-97134,-10047,S1, 00369,BM,    2,POW
-97112,-10077,S5,G02061,EC,  321,PGW
-96812,-10703,S1,G02825,WC,   65,PGW
-102624,-10773,S4,G22543,WC,  347,PGW
-105855,-10820,S4, 00310,SM,  240,GLO
-103044,-10838,S1,G09868,MC,  778,OSI
-100401,-10844,S1,G11080,GC,  644,POW
-99959,-10846,S5,G18054,PL,   22,PGW
-104653,-10885,S1,G16753,GC,  561,OSI
-105992,-10903,S2, 00374,MP,   41,POW
-105684,-10904,S3,G01372,BS,   55,PGW
-106206,-11138,S5,G21695,SP,   38,PGW
-100425,-11144,S1,G01529,SS,  252,GSI
-106288,-11146,S2,G02393,HI,A 573,OSI
-102564,-10586,S2,G10780,SS,  243,GSI
-105777,-10796,S2,G17973,EI,  143,GSI
-106456,-11109,S2,G25540,GA,  321,PGW
-106500,-11127,D6,G02354,HI,  111,PGW
-106914,-11371,S3, 00133,GI,   47,POW
-107495,-11475,S4, 00763,WC,  180,PGW
-108534,-11990,S1,G04481,MP,   77,PGW
-108633,-12032,S1,G15607,GC,  743,WIW
-97877,-11099,S2,G07917,EW,  306,GSI
-108543,-11662,S1,G25098,MC,  546,PGW
-91862,-11821,S2,G04832,MP,  108,PGW
-108214,-11823,D3,G02870,VR,   60,PGW
-108310,-11825,S5,G01210,SM,   78,GSI
-109358,-12248,S1, 00605,ST,   86,POW
-109083,-12265,D3,G04002,GI,   33,POW
-109353,-12263,S2,G25515,BA,  502,PGW
-108657,-12275,S2,G14016,MC,  711,POW
-108751,-12276,S3,G01898,ST,  148,PGW
-109714,-12280,S6,G06736,SS,   66,PGW
-98296,-10088,S1,G19028,EB,  599,POW
-99859,-10181,S2,G04143,SX,   17,PGW
-98756,-10194,S5, 00263,ST,   21,GLO
-92324,-10195,S1,G12010,SS,  359,PGW
-101410,-10214,S1,G12166,MC,  765,POW
-97315,-10123,S4,G02076,VR,  214,PGW
-99000,-10131,S0,G02910,EI,  327,OSI
-95408,-10159,S1,G15607,GC,  743,POW
-99318,-10176,S2,G02567,EC,  359,PGW
-97976,-10183,S3,G04143,SX,   17,PGW
-96049,-10337,S4,G20725,EB,  646,PGW
-100101,-10340,S4,G05953,PN,  969,GLO
-94441,-10067,S3,G02721,HI,A 595,POW
-94786,-10104,S1,G27988,EW,  998,OSI
-105395,-11154,S1,G18245,MC,  460,OSI
-106714,-11164,S2,G04064,MU,  739,PGW
-106434,-11168,D4,G08120,BA,A  21,PGW
-106035,-11169,D3, 00182,WD,   70,POW
-106733,-11182,S2, 00438,EI,  175,POW
-106433,-11187,D4,G08120,BA,A  21,PGW
-96209,-11197,S3,G07917,EW,  306,PGW
-88598,-11205,S4, 00838,WD,   71,PGW
-107217,-11209,S1,G22585,EC,  185,PGW
-105972,-11218,S2, 00374,MP,   41,PGW
-105998,-11219,S1,G31470,EW,  782,POW
-106988,-11225,S2,G01146,VR,  245,PGW
-106740,-11239,S3, 00310,SM,  212,PGW
-106788,-11250,S3,G21652,SS,   98,PGW
-106776,-11252,S1,G26176,MO,  826,GSI
-99638,-10737,S4,G21685,ST,  308,POW
-106050,-10739,S2,G00981,EI,  237,GLO
-106082,-10789,S2, 00548,VR,   35,PGW
-101449,-10829,S2,G05809,EW,  988,POW
-106015,-10836,D3, 00182,WD,   70,PGW
-105973,-11282,S1, 00063,SS,   93,PGW
-108249,-12069,S1,G09790,MC,  217,GSI
-108852,-12129,D6, 00333,SS,   30,PGW
-108914,-12132,S2,G01447,WD,   21,PGW
-109226,-12140,S2,G02937,WD,  109,PGW
-109032,-12142,S2,G24922,SS,   97,POW
-99740,-10745,S1,G23257,EB,  992,GSI
-106006,-11042,D3, 00066,SS,  112,PGW
-106680,-11317,S2,G23771,WC,  432,PGW
-109798,-12291,S1,G01181,SM,   10,GSI
-109883,-12329,S5,G04704,MI,  696,GSI
-109331,-12335,S2, 00333,SS,   30,PGW
-109869,-12362,S1,G26664,GB,  506,PGW
-109311,-12392,S1,G07995,GC,  158,POW
-95392,-9782,S3,G05370,EC,  148,PGW
-96193,-9785,S2,G19822,SS,  358,PGW
-95314,-9791,S5,G01140,VR,  215,PGW
-93718,-9794,S7,G00985,EI,  259,OSI
-95393,-9796,S6,G04537,MU,A  31,PGW
-95309,-9802,S1,G01205,SM,   73,POW
-80744,-9810,D3,G21585,EC,  369,PGW
-95067,-9829,S5,G05438,VR,  314,PGW
-93272,-10172,S1,G24987,ST,  287,POW
-99860,-10187,S2,G01955,VR,  265,PGW
-96814,-10246,S1,G17565,AC,  857,OSI
-93256,-9804,S1,G16320,SM,   39,GSI
-96852,-9931,S4,G01440,EC,   14,PGW
-106493,-11086,S2,G14391,EC,  373,PGW
-107041,-11094,S1,G17571,AC,  901,OSI
-106354,-11122,S2,G15239,EI,   39,GSI
-107015,-11265,D6,G09564,SM,  255,PGW
-103565,-11270,S1,G12119,VK,  786,POW
-106920,-11287,S1,G19127,GB,  462,PGW
-106921,-11295,S1,G19127,GB,  462,PGW
-107120,-11328,S2, 00069,SS,  119,POW
-106250,-10824,S1,G16361,EI,  254,GLO
-107580,-11379,S6, 00796,EI,  100,POW
-108517,-11831,S2, 00063,SS,   93,POW
-108693,-11910,S4,G03520,WC,  498,POW
-109205,-11941,S3,G09514,VR,  332,PGW
-108552,-11968,S1, 00796,EI,  100,POW
-108572,-12146,S2, 00134,GI,   48,POW
-107953,-12147,S3,G04903,MP,   30,WSW
-105841,-10709,S2,G24954,ST,   41,PGW
-104373,-10718,S3,G01440,EC,   14,GLO
-93274,-10746,D3,G19863,MP,  265,PGW
-93274,-10747,D4,G19863,MP,  265,PGW
-106949,-11050,S1,G17973,EI,  143,PGW
-107471,-11397,S2,G12886,SM,   17,PGW
-107466,-11415,S1,G17571,AC,  901,OSI
-107562,-11477,S2, 00806,EI,  206,GSI
-107776,-11486,S4,G18208,MC,  265,PGW
-106419,-11567,S1,G01146,VR,  245,POW
-106496,-11832,S3,G01449,WD,   80,POW
-103104,-10491,S2,G16325,SM,  150,PGW
-102324,-10517,S1, 00386,ST,   23,POW
-96912,-9857,S3,G02721,HI,A 595,POW
-98356,-10156,S1, 00390,GI,   26,POW
-96872,-10189,S2,G21152,VK,  429,PGW
-100038,-10209,S4,G04085,WC,  170,PGW
-98236,-10276,S3,G23526,DC,  618,PGW
-99699,-10319,S2,G02735,HI,A 309,PGW
-96612,-10335,S2,G03068,MU,A 111,PGW
-99658,-10344,S2,G02600,SM,  281,PGW
-99021,-10385,S1,G13064,VK,  862,OSI
-94120,-9692,S1,G24154,GC,  157,POW
-94017,-9707,S1, 00605,ST,   86,POW
-91601,-9716,S1,G14016,MC,  711,POW
-101792,-10750,S2, 00310,SM,  212,PGW
-107137,-11335,S7,G24954,ST,   41,POW
-107316,-11337,D3,G27476,BA,  437,PGW
-106984,-11347,S5, 00165,ST,   22,OSI
-107121,-11369,S4, 00066,SS,  112,GSI
-107042,-11374,S1,G22288,EB,  597,PGW
-106842,-11384,S2,G03236,HI,  179,PGW
-105996,-11376,S1,G11043,GC,  244,OSI
-107215,-11395,S1, 00263,ST,   21,POW
-107407,-11398,S5,G14103,MU,  759,GSI
-107469,-11402,S3, 00063,SS,   93,POW
-107672,-11418,S5,G02436,WC,  586,GSI
-107381,-11420,D5,G22605,VR,   51,PGW
-107196,-11423,D2, 00263,ST,   21,GLO
-104032,-10728,S1,G28077,GC,  448,OSI
-109263,-12150,S5,G01441,SS,   26,PGW
-106203,-11231,S4,G21695,SP,   38,PGW
-107394,-11246,S2,G03959,SA,   13,PGW
-105905,-11247,S1,G20085,GC,  654,POW
-107868,-12151,S1,G05800,EW,  826,POW
-107456,-11505,S4, 00466,EI,   77,PGW
-108250,-11733,D1,G02047,EC,  272,GSI
-108990,-12153,S8,G01238,PL,   23,PGW
-108526,-12154,S1,G17973,EI,  143,GSI
-109455,-12168,S5,G21695,SP,   38,PGW
-106242,-11065,S2,G17912,VR,  253,PGW
-103124,-11438,S3,G05687,SP,   86,GSI
-107436,-11447,S2,G13912,SS,   99,PGW
-107483,-11450,S2,G13662,MP,  283,PGW
-107117,-11568,S1,G16493,MP,   61,POW
-105854,-11569,S1, 00390,GI,   26,PGW
-107587,-11572,D11, 00763,WC,  180,PGW
-107587,-11573,D7, 00763,WC,  180,PGW
-108211,-11630,S2, 00263,ST,   21,POW
-107582,-11631,S1,G01205,SM,   73,POW
-106674,-11652,S5,G03186,WD,   61,PGW
-109063,-12163,S1,G25933,EC,   37,PGW
-109854,-12399,D1, 00763,WC,  180,PGW
-110177,-12406,S2,G21111,EI,  247,POW
-109882,-12410,S6, 00133,GI,   47,POW
-109729,-12412,S3,G13645,WD,  122,POW
-109588,-12419,S1,G31393,SS,  201,GSI
-110148,-12423,S2,G25103,MC,  707,PGW
-108792,-12443,S5,G00981,EI,  237,GSI
-97971,-9982,D5,G00935,EC,   89,GSI
-94732,-10010,S1, 00019,ST,   54,OSI
-95430,-10021,S4,G02940,SP,   57,PGW
-95388,-10211,S2,G01248,ST,  161,PGW
-99561,-10403,S1, 00263,ST,   21,POW
-95689,-9937,S2,G04065,MI,  669,GSI
-97072,-10012,D3,G22621,VR,  127,PGW
-98516,-10137,S2,G03958,SA,   10,PGW
-97316,-10146,S2,G21790,GC,  338,POW
-96772,-10201,S1,G08483,MC,   72,GSI
-99562,-10203,S1,G13606,VR,  379,POW
-94380,-9709,S3,G09743,VK,  817,PGW
-95090,-9722,S3,G26124,GI,   72,PGW
-95850,-9955,S3, 00840,WD,  103,POW
-99999,-10269,S3,G14467,EI,  135,GSI
-100546,-10816,D2,G02721,HI,A 595,GSI
-105852,-10833,S3,G16470,WD,   42,PGW
-106222,-10858,S1,G02910,EI,  327,PGW
-106380,-11161,S2,G27225,MO,  950,PGW
-101709,-11162,S1, 00680,WC,   20,GSI
-106583,-11439,S1,G12166,MC,  765,WIW
-106953,-11441,S1,G06655,EC,  346,POW
-105860,-11442,S1,G33076,VR,   41,GSI
-107894,-11445,S2,G17981,EI,  183,PGW
-107472,-11452,S4, 00263,ST,   21,OSI
-107475,-11458,S5, 00263,ST,   21,POW
-107526,-11460,S4,G02899,EI,  243,PGW
-106942,-11114,S1,G02580,VR,  380,OSI
-106577,-11123,S1, 00391,GI,   26,PGW
-107957,-11531,S2,G02625,ST,   37,POW
-107122,-11540,S6,G01146,VR,  245,POW
-108250,-11732,D2,G02047,EC,  272,GSI
-108089,-11744,S1,G26098,ST,  145,PGW
-108330,-11757,S1,G32140,VR,   96,GSI
-109309,-12191,S1,G16493,MP,   61,WIW
-109166,-12195,S1,G15608,GC,  744,POW
-109534,-12198,S1,G05685,SP,   82,PGW
-106581,-12202,S6,G01294,SP,   62,GSI
-106080,-10955,D3, 00374,MP,   41,PGW
-106341,-10962,S2,G01036,SS,  269,PGW
-105995,-10967,S6, 00780,SM,   33,PGW
-96653,-10975,S1,G09821,MC,  520,OSI
-105974,-10985,S3,G23920,ST,   29,POW
-107017,-11353,S1,G26487,GA,A  40,GSI
-108475,-11704,S2,G01208,SM,   76,PGW
-109535,-12448,S5,G01196,SM,   61,PGW
-109546,-12505,S1,G25966,EC,  266,GSI
-108910,-12511,S1,G11043,GC,  244,OSI
-110383,-12527,S2,G27789,WC,  181,PGW
-109066,-12529,S2,G02311,SM,  269,PGW
-109995,-12533,D3, 00063,SS,   93,PGW
-109965,-12542,S6, 00560,VR,   67,GSI
-110037,-12544,S4, 00133,GI,   47,POW
-99118,-10317,S1,G04903,MP,   30,PGW
-101412,-10318,S1,G23526,DC,  618,PGW
-97354,-9971,S2,G23893,SS,  101,PGW
-103832,-10484,S2,G11081,GC,  645,POW
-99619,-10485,D3, 00263,ST,   21,OSI
-99818,-10511,S1,G21778,MC,  734,POW
-95428,-10524,D1,G31435,MP,  107,PGW
-93777,-9693,S1,G19028,EB,  599,OSI
-93167,-9711,S4, 00839,WD,   94,POW
-92244,-9713,D2,G26092,ST,  102,GSI
-96732,-9969,S2, 00434,SS,  149,PGW
-87311,-9983,S1, 00310,SM,  217,GSI
-97854,-9985,S5, 00796,EI,  100,POW
-102424,-10688,S1,G02323,EI,  360,POW
-106326,-11035,S3,G02045,EC,  270,PGW
-107046,-11342,S2, 00462,ST,  135,PGW
-108206,-11529,S2,G21778,MC,  734,POW
-107895,-11534,S3, 00263,ST,   21,OSI
-107116,-11538,S1, 00830,SS,  229,GLO
-107057,-11555,S1,G16314,VR,  381,GSI
-106952,-11049,D1,G02113,EI,  322,PGW
-106952,-11052,D2,G02113,EI,  322,PGW
-106378,-11056,S2,G01250,ST,  164,POW
-107712,-11414,S2, 00680,WC,   20,PGW
-107967,-11626,S1,G31349,VR,  282,OSI
-107694,-11636,S1, 00071,PL,   11,POW
-108191,-11680,S1,G01205,SM,   73,POW
-108079,-11748,S2, 00374,MP,   41,PGW
-103084,-10687,S5,G22238,HI,  197,PGW
-92348,-10693,S3,G01572,ST,  189,POW
-107353,-11272,S2,G01187,SM,   27,POW
-107263,-11274,S3,G01187,SM,   27,PGW
-106754,-11276,D4,G02885,SM,  141,GSI
-106923,-11278,S3,G02886,SM,  144,PGW
-107462,-11293,S4,G04858,EI,   42,PGW
-106805,-11298,S2,G02940,SP,   57,PGW
-108080,-11679,S3,G22501,WC,   54,PGW
-108351,-11687,S3,G03393,VR,  102,PGW
-108485,-11690,D5, 00081,WC,  110,PGW
-109444,-12120,S2,G02826,WC,   66,PGW
-110334,-12557,S2,G12088,MP,  123,PGW
-109863,-12561,S14,G03228,GA,  180,PGW
-109590,-12620,S3, 00797,EI,  105,GLO
-95228,-9728,S2, 00204,VR,   38,PGW
-89539,-9739,S3, 00138,WD,   45,POW
-87312,-9740,S1,G01449,WD,   80,OSI
-93957,-9754,S2,G04232,SS,  189,PGW
-93472,-9958,S2,G09216,GB,  215,POW
-96754,-9975,S1,G23851,EI,   10,PGW
-95509,-9977,S4,G01860,WC,   66,PGW
-100544,-10402,S4,G12347,SS,   71,PGW
-102484,-10405,S1,G05740,CA,   29,PGW
-101830,-10447,S5, 00317,EI,   47,PGW
-103105,-10449,S2,G05431,VR,  252,PGW
-95070,-9807,S5, 00560,VR,   67,PGW
-89915,-10230,S1,G04486,MP,  301,GSI
-94603,-10084,S2,G01898,ST,  148,PGW
-105293,-10841,S2,G05549,SS,  166,PGW
-107134,-11599,S1,G32113,WC,  266,GSI
-108332,-11602,S2,G22850,MC,   22,POW
-107852,-11607,S3,G12355,SS,  198,GSI
-107835,-11611,S4,G12355,SS,  198,PGW
-107607,-11617,S1,G31349,VR,  282,OSI
-103264,-11618,S1,G09216,GB,  215,GSI
-107416,-11621,S5, 00459,ST,  133,POW
-107584,-11623,S2,G18208,MC,  265,PGW
-103745,-11624,S1,G09866,MC,  776,OSI
-107179,-11628,D3,G03229,GA,  192,POW
-107970,-11634,S2,G19843,WD,  121,POW
-108090,-11638,S2,G14357,EC,   88,GSI
-107637,-11642,S2,G11546,GB,  559,GSI
-107781,-11576,D62,G11383,HI,A 442,PGW
-107734,-11584,S3,G02316,SM,  288,PGW
-109048,-12210,S2,G06896,VK,  956,POW
-109518,-12213,S2,G24872,SM,  102,PGW
-106119,-12214,D3,G04832,MP,  108,PGW
-108913,-12216,S2,G22505,WC,   75,PGW
-108933,-12217,S3,G06093,GA,  209,PGW
-109148,-12220,S1,G24870,SM,   87,PGW
-107818,-12224,S4,G02688,HI,A 467,PGW
-109314,-12236,S4,G03417,MP,   72,POW
-109157,-12238,S2,G16647,MC,  772,POW
-109350,-12242,S3,G03068,MU,A 111,PGW
-109227,-12243,S2, 00026,WD,   30,POW
-109243,-12246,S1,G14205,EB,  602,POW
-109392,-12257,S2,G25515,BA,  502,PGW
-110485,-12624,S2, 00050,EI,  120,PGW
-110609,-12628,S1,G24767,WC,  564,PGW
-110571,-12643,S1,G24937,SS,  241,GLO
-109713,-12651,S4, 00060,SS,   72,PGW
-110518,-12652,S2,G02104,EI,  295,PGW
-109996,-12661,S1, 00166,ST,   23,POW
-110276,-12663,S3,G04565,GA,  303,PGW
-110376,-12666,S4,G04565,GA,  303,PGW
-110151,-12696,S5, 00190,WC,  192,PGW
-110683,-12697,S1,G05051,SP,   75,GSI
-110146,-12698,S8, 00190,WC,  192,PGW
-110483,-12700,S2,G01497,WD,   95,POW
-110223,-12702,S2,G01294,SP,   62,POW
-110214,-12731,S3,G02754,HI,A 376,PGW
-110452,-12735,S3,G24923,SS,  106,POW
-110456,-12737,S2,G01604,WD,  152,PGW
-109545,-12744,S1,G05825,MC,  109,POW
-99738,-10381,S1,G02323,EI,  360,POW
-87773,-10400,S3,G01967,MP,  153,PGW
-91177,-9723,S1,G06981,MC,  808,POW
-88034,-9742,S3,G01092,WD,   93,POW
-92687,-9779,S1,G15607,GC,  743,POW
-97657,-10023,S2, 00263,ST,   21,POW
-98436,-10026,S1,G26241,MC,  191,PGW
-98437,-10027,S1,G05685,SP,   82,PGW
-95269,-9801,S2,G04486,MP,  301,OSI
-101549,-10371,S3,G09546,SM,  146,PGW
-99620,-10373,S1,G01205,SM,   73,POW
-97660,-10378,D4,G03186,WD,   61,PGW
-101550,-10383,S2,G16500,MP,  138,PGW
-103127,-10692,S2,G22762,ST,  316,POW
-108301,-11666,S2,G26078,SS,  351,PGW
-107695,-11677,S3,G13960,MP,  104,PGW
-108483,-11695,S1,G00989,EI,  276,POW
-107963,-11694,D1,G31435,MP,  107,PGW
-107481,-11697,S3,G08736,WD,  107,GSI
-99258,-12269,S4,G01294,SP,   62,GLO
-108195,-12272,S3,G22772,WD,   38,GSI
-108635,-12286,D7, 00797,EI,  105,POW
-109885,-12293,S5,G02600,SM,  281,POW
-109354,-12298,S1, 00796,EI,  100,OSI
-108984,-12299,S1, 00390,GI,   26,POW
-109532,-12310,S4,G02937,WD,  109,POW
-109306,-12312,S1, 00830,SS,  229,GLO
-111192,-12895,S4,G01294,SP,   62,GLO
-109689,-12331,S2,G14585,MP,  264,PGW
-109528,-12333,S4, 00466,EI,   77,PGW
-94481,-10651,S1,G01367,MP,   42,WIW
-103284,-10715,S3,G01440,EC,   14,GLO
-110465,-12747,S5,G24975,PL,   14,PGW
-109999,-12753,S7,G01250,ST,  164,PGW
-110111,-12766,S5,G02076,VR,  214,OSI
-110433,-12776,S2,G02127,EC,   33,PGW
-110527,-12778,S3,G02163,GI,   94,PGW
