SN_APD_FK,SN_ATTACHMENT_BLOB_FK,ATT_NAME,ATT_EXTENSION
-832,-25360,Application for Permit to Drill,PDF
-821,-24402,Proposed Well Location Plat,pdf
-821,-24399,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-821,-24403,Directional Program,pdf
-821,-24404,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-821,-24401,Proposed Wellbore Schematic,pdf
-821,-24400,Engineering Calculation,pdf
-821,-24405,BOP & Diverter Schematics with Operating Procedures,pdf
-757,-24130,Application for Permit to Drill,PDF
-248,-25016,Application for Permit to Drill,PDF
-841,-25091,Proposed Well Location Plat,pdf
-841,-25088,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-841,-25092,Directional Program,pdf
-841,-25093,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-841,-25090,Proposed Wellbore Schematic,pdf
-841,-25094,BOP & Diverter Schematics with Operating Procedures,pdf
-841,-25095,U.S. Coast Guard Certificate,pdf
-851,-25391,Proposed Well Location Plat,pdf
-852,-25803,Proposed Well Location Plat,pdf
-852,-25807,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-852,-25805,Directional Program,pdf
-852,-25810,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-852,-25809,Proposed Wellbore Schematic,pdf
-852,-25808,Engineering Calculation,pdf
-852,-25804,BOP & Diverter Schematics with Operating Procedures,pdf
-874,-26212,EC 185 A4BP Directional Plot,pdf
-897,-27193,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-897,-27194,Engineering Calculations,pdf
-897,-27195,PP MM FG Chart,pdf
-897,-27196,Location Plat,pdf
-907,-27207,Proposed Well Location Plat,pdf
-907,-27208,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-907,-27209,Directional Program,pdf
-907,-27210,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-907,-27211,Proposed Wellbore Schematic,pdf
-907,-27212,Engineering Calculation,pdf
-907,-27214,ball valve,pdf
-907,-27215,diverter shut-in statement,pdf
-865,-25820,Casing Cementing Program,pdf
-910,-267574,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-910,-27384,Directional Program,pdf
-910,-27385,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-910,-27379,Proposed Wellbore Schematic,pdf
-910,-265966,ABS/DNV Certificate,pdf
-910,-28645,BOP & Diverter Schematics with Operating Procedures,pdf
-813,-24321,Directional Program,pdf
-819,-24364,Proposed Well Location Plat,pdf
-819,-24367,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-819,-24366,Directional Program,pdf
-819,-24370,BOP & Diverter Schematics with Operating Procedures,pdf
-819,-24372,H2S Statement,pdf
-685,-23546,Application for Permit to Drill,PDF
-841,-25812,Engineering Calculation,pdf
-865,-25813,Proposed Well Location Plat,pdf
-865,-25814,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-865,-25815,Directional Program,pdf
-865,-25816,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-865,-25817,Proposed Wellbore Schematic,pdf
-865,-25818,Engineering Calculation,pdf
-865,-25822,BOP & Diverter Schematics with Operating Procedures,pdf
-851,-25392,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-851,-25393,Directional Program,pdf
-851,-25394,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-851,-25395,Proposed Wellbore Schematic,pdf
-851,-25396,Engineering Calculation,pdf
-851,-25397,BOP & Diverter Schematics with Operating Procedures,pdf
-851,-25398,+10 Valve schematic,pdf
-880,-26389,Application for Permit to Drill,PDF
-694,-27187,Application for Permit to Drill,PDF
-907,-27221,ABS/DNV Certificate,pdf
-907,-27219,BOP & Diverter Schematics with Operating Procedures,pdf
-914,-28623,BOP & Diverter Schematics with Operating Procedures,pdf
-914,-27665,Shunt Pipe Schematic,pdf
-914,-27666,Ball Valve Schematic,pdf
-897,-27674,Application for Permit to Drill,PDF
-876,-26238,Proposed Well Location Plat,pdf
-876,-26239,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-876,-26248,Directional Program,pdf
-876,-26241,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-876,-26242,Proposed Wellbore Schematic,pdf
-876,-26243,Engineering Calculation,pdf
-876,-26244,BOP & Diverter Schematics with Operating Procedures,pdf
-876,-26245,Plans letter approved DOCD,pdf
-876,-26246,Additional Precautions,pdf
-876,-26247,Current Wellbore Schematic,pdf
-856,-26287,Application for Permit to Drill,PDF
-851,-26343,Application for Permit to Drill,PDF
-880,-26357,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-880,-26358,Well Location Plat,pdf
-880,-26359,Proposed Wellbore Schematic,pdf
-880,-26360,Engineering Calculations,pdf
-880,-26361,Directional Program,pdf
-881,-26387,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-881,-26388,Location Plat,pdf
-856,-25768,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-856,-25491,Safe Welding Area Drawing,pdf
-856,-25492,ABS/DNV Certificate,pdf
-856,-25494,BOP & Diverter Schematics with Operating Procedures,pdf
-856,-25495,U.S. Coast Guard Certificate,pdf
-856,-25497,Mud Components List,pdf
-2100,-75062,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2100,-75061,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2100,-75060,BOP & Diverter Schematics with Operating Procedures,pdf
-2117,-62792,Revised hole size and cement volume for conductor string,pdf
-2138,-63453,Proposed Well Location Plat,pdf
-2138,-63454,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2138,-63456,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2138,-63457,Proposed Wellbore Schematic,pdf
-2138,-63458,Safe Welding Area Drawing,pdf
-2138,-63459,ABS/DNV Certificate,pdf
-2138,-63460,Engineering Calculation,pdf
-2138,-63461,Departure List,pdf
-2138,-63462,BOP & Diverter Schematics with Operating Procedures,pdf
-2138,-63463,U.S. Coast Guard Certificate,pdf
-2138,-63467,HCQ-125 SPECS,pdf
-2138,-63464,Rig Picture and Drawing,pdf
-2138,-63465,FORM 123 S,pdf
-2138,-63466,LOOP EDDIE CURRENT MONITORING,pdf
-2138,-63468,VESSEL FINANCIAL CERTIFICATE,pdf
-2139,-63558,Proposed Well Location Plat,pdf
-2139,-63557,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2139,-63560,Directional Program,pdf
-2139,-63561,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2139,-63543,Proposed Wellbore Schematic,pdf
-2016,-59892,Proposed Wellbore Schematic,pdf
-2016,-59891,Engineering Calculation,pdf
-2151,-64214,BOP & Diverter Schematics with Operating Procedures,pdf
-2151,-64215,"6"" +10' ball valve schematic",pdf
-2016,-59899,BOP & Diverter Schematics with Operating Procedures,pdf
-2016,-59895,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2016,-59902,Safe Welding Area Drawing,pdf
-2016,-59900,ABS/DNV Certificate,pdf
-2016,-59901,U.S. Coast Guard Certificate,pdf
-2142,-65141,Application for Permit to Drill,PDF
-2287,-68338,Proposed Wellbore Schematic,pdf
-2287,-67651,Engineering Calculation,pdf
-2287,-67652,Departure List,pdf
-2287,-67653,BOP & Diverter Schematics with Operating Procedures,pdf
-2287,-67654,U.S. Coast Guard Certificate,pdf
-2301,-68315,Proposed Well Location Plat,pdf
-2301,-68316,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2304,-69195,Directional Program,pdf
-2304,-68857,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2304,-68866,BOP & Diverter Schematics with Operating Procedures,pdf
-2307,-68416,Revised Pore Pressure Data        2 6 06,pdf
-2159,-64704,Application for Permit to Drill,PDF
-2210,-67599,Application for Permit to Drill,PDF
-2297,-68162,Application for Permit to Drill,PDF
-2337,-69616,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2337,-69619,Directional Program,pdf
-2301,-68314,Directional Program,pdf
-2301,-68630,Engineering Calculation,pdf
-2301,-68321,BOP & Diverter Schematics with Operating Procedures,pdf
-2301,-68311,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2301,-68312,Proposed Wellbore Schematic,pdf
-2226,-68305,MC 701 001ST00BP00 123S Rev1,pdf
-2301,-68313,ball valve schematic,pdf
-2304,-68853,Proposed Well Location Plat,pdf
-2304,-68911,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2304,-68908,Proposed Wellbore Schematic,pdf
-2304,-68910,Engineering Calculation,pdf
-2304,-68865,U.S. Coast Guard Certificate,pdf
-2413,-72162,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2413,-72163,Directional Program,pdf
-2413,-72164,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2413,-72166,Engineering Calculation,pdf
-2413,-72167,Departure List,pdf
-2413,-72168,BOP & Diverter Schematics with Operating Procedures,pdf
-2413,-72169,Logging program,pdf
-2413,-72170,Loop Current Plan,pdf
-2416,-72253,REV. 5 - MASP & MACP,pdf
-2417,-72263,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2417,-72264,Directional Program,pdf
-2417,-72265,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2417,-72266,Proposed Wellbore Schematic,pdf
-2417,-72267,Engineering Calculation,pdf
-2417,-72268,BOP & Diverter Schematics with Operating Procedures,pdf
-2413,-72181,Proposed Wellbore Schematic,pdf
-2417,-72270,Proposed Well Location Plat,pdf
-2418,-72580,Proposed Well Location Plat,pdf
-2418,-72586,Directional Program,pdf
-2418,-72588,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2418,-72579,Proposed Wellbore Schematic,pdf
-2418,-72700,BOP & Diverter Schematics with Operating Procedures,pdf
-2373,-72303,MASP,pdf
-2407,-72907,Application for Permit to Drill,PDF
-2448,-73461,Proposed Well Location Plat,pdf
-2420,-73124,Proposed Well Location Plat,pdf
-2418,-72591,Engineering Calculation,pdf
-2418,-72590,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2305,-72998,Application for Permit to Drill,PDF
-2448,-73156,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2448,-73167,Directional Program,pdf
-2448,-73160,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2448,-73158,Proposed Wellbore Schematic,pdf
-2420,-72500,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2448,-73140,Safe Welding Area Drawing,pdf
-2448,-73141,ABS/DNV Certificate,pdf
-2448,-73157,Engineering Calculation,pdf
-2448,-73143,BOP & Diverter Schematics with Operating Procedures,pdf
-2448,-73144,U.S. Coast Guard Certificate,pdf
-2268,-67266,Proposed Well Location Plat,pdf
-2268,-67267,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2268,-67268,Directional Program,pdf
-2268,-67269,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2268,-67270,Proposed Wellbore Schematic,pdf
-2268,-67271,Engineering Calculation,pdf
-2268,-67279,BOP & Diverter Schematics with Operating Procedures,pdf
-2268,-67274,VR 250 #1 EPA NOI,pdf
-2268,-67275,VR 250 #1 Barite Sxs Calculations,pdf
-2218,-67317,MMS 123S,pdf
-2275,-67394,Proposed Well Location Plat,pdf
-2275,-67328,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-2275,-67395,Directional Program,pdf
-2275,-67396,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-2275,-67393,Proposed Wellbore Schematic,pdf
-2275,-67332,Safe Welding Area Drawing,pdf
-2275,-67333,ABS/DNV Certificate,pdf
-486,-38612,Waiver Request for +10 Valve,pdf
-1361,-39875,7-5/8 REVISED CASING DESIGN CHARTS,pdf
-1506,-43978,U.S. Coast Guard Certificate,pdf
-1506,-43866,+10 Valve Schematic,pdf
-1523,-44308,ABS/DNV Certificate,pdf
-1523,-45767,Engineering Calculation,pdf
-1523,-44307,Departure List,pdf
-1523,-44305,BOP & Diverter Schematics with Operating Procedures,pdf
-1523,-44309,U.S. Coast Guard Certificate,pdf
-1523,-44312,Rig Picture and Drawing,pdf
-1523,-44318,LOOP EDDIE CURRENT MONITORING,pdf
-1424,-44357,Application for Permit to Drill,PDF
-1526,-44409,Proposed Well Location Plat,pdf
-1526,-44410,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1526,-44411,Directional Program,pdf
-1526,-44412,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1526,-44413,Proposed Wellbore Schematic,pdf
-1526,-44414,Engineering Calculation,pdf
-1526,-44415,BOP & Diverter Schematics with Operating Procedures,pdf
-1526,-44416,+10 valve,pdf
-1526,-44417,Change in diverter arrangement,pdf
-1526,-44418,EPA Notice of Intent,pdf
-1526,-44419,Deepen to 10400',pdf
-1526,-44482,Application for Permit to Drill,PDF
-1530,-44564,Plugback schematic,pdf
-1583,-46037,Application for Permit to Drill,PDF
-1594,-46385,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1547,-46440,"21-1/4"" Diverter Schematic",pdf
-1598,-46487,Proposed Well Location Plat,pdf
-1598,-47232,Directional Program,pdf
-1547,-45243,Proposed Wellbore Schematic,pdf
-1563,-45901,Application for Permit to Drill,PDF
-1607,-50644,Application for Permit to Drill,PDF
-1688,-50411,Application for Permit to Drill,PDF
-1547,-50713,Application for Permit to Drill,PDF
-1868,-55652,Proposed Wellbore schematic,pdf
-1868,-55651,PPMWFG,pdf
-1868,-55653,Casing/Liner design,pdf
-1807,-53646,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1807,-53647,Proposed Wellbore Schematic,pdf
-1807,-53648,Engineering Calculation,pdf
-1725,-53693,NPDES Permit  this is a copy the original  copy in NO,pdf
-1254,-37304,+10 Valve Schematic,pdf
-1338,-40110,Application for Permit to Drill,PDF
-1468,-42561,Millennium Loop Current Information,pdf
-1379,-40297,Proposed Wellbore Schematic,pdf
-1506,-44590,Application for Permit to Drill,PDF
-1254,-42479,Application for Permit to Drill,PDF
-1436,-42480,Application for Permit to Drill,PDF
-1400,-40818,HI A-569 #01BP APD Supplemental Data Sheet,pdf
-1421,-44397,Application for Permit to Drill,PDF
-1547,-45249,Proposed Well Location Plat,pdf
-1547,-45254,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1547,-45240,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1547,-45241,Engineering Calculation,pdf
-1598,-49797,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1547,-45245,Directional Program,pdf
-1547,-45084,BOP & Diverter Schematics with Operating Procedures,pdf
-1707,-53719,Application for Permit to Drill,PDF
-1523,-54384,Application for Permit to Drill,PDF
-1807,-54086,BOP & Diverter Schematics with Operating Procedures,pdf
-1868,-55650,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1468,-42553,Proposed Well Location Plat,pdf
-1468,-42554,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1468,-42555,Directional Program,pdf
-1468,-42556,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1468,-42557,Proposed Wellbore Schematic,pdf
-1468,-42558,Engineering Calculation,pdf
-1468,-42559,BOP & Diverter Schematics with Operating Procedures,pdf
-1468,-42560,Log,pdf
-1468,-42562,BOP Stack - Labeled,pdf
-1468,-42563,Designation of Operator,pdf
-1468,-42564,LL 399 001 Drilling Prognosis,pdf
-1468,-42565,Log Strips and Information,pdf
-1479,-43562,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1479,-42898,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1479,-43566,Proposed Wellbore Schematic,pdf
-1479,-42900,ABS/DNV Certificate,pdf
-1479,-43563,Engineering Calculation,pdf
-1479,-42902,BOP & Diverter Schematics with Operating Procedures,pdf
-1381,-41647,Proposed Well Location Plat,pdf
-1381,-41648,Directional Program,pdf
-1381,-41649,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1381,-41646,Proposed Wellbore Schematic,pdf
-1381,-41645,Engineering Calculation,pdf
-1381,-41652,BOP & Diverter Schematics with Operating Procedures,pdf
-1260,-37031,Proposed Well Location Plat,pdf
-1260,-37032,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1260,-37033,Directional Program,pdf
-1260,-37034,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1260,-37036,ABS/DNV Certificate,pdf
-1260,-37037,Engineering Calculation,pdf
-1260,-37038,BOP & Diverter Schematics with Operating Procedures,pdf
-1260,-37039,ball valve,pdf
-1260,-37040,diverter shut-in statement,pdf
-486,-38548,Surface csg design,pdf
-486,-38556,Production csg design,pdf
-1708,-54559,Application for Permit to Drill,PDF
-1796,-54660,Application for Permit to Drill,PDF
-1839,-54722,+10 ball valve schematic,pdf
-1795,-54816,Public Location Plat,pdf
-1646,-48496,"Pore pressure (PP), Mud Weight (MW), and Fracture Gradient (FG) Plot",pdf
-1646,-48499,Proposed Wellbore Schematic,pdf
-1646,-48497,Engineering Calculation,pdf
-1646,-50051,BOP & Diverter Schematics with Operating Procedures,pdf
-1646,-48455,U.S. Coast Guard Certificate,pdf
-1646,-48501,EC 121 #1 EPA NOI,pdf
-1600,-48817,Application for Permit to Drill,PDF
-1675,-49626,E-mail dated 08/26/05,pdf
-1661,-48880,Wellbore Schematic,pdf
-1664,-48995,Rig Rated Capacities,pdf
-1498,-49160,Application for Permit to Drill,PDF
-1665,-49202,Supplemental APD Spreadsheet,pdf
-1665,-49203,Wellbore Schematic,pdf
-1665,-49205,Directional Survey,pdf
-1668,-49220,Proposed Well Location Plat,pdf
-1668,-49221,"Drilling prognosis and summary of drilling, cementing, and mud processes",pdf
-1668,-49222,Directional Program,pdf
